rpeaks
599,5655
600,3455
601,2755
602,5455
603,6655
604,6555
605,5355
606,4255
607,2955
608,2255
609,1455
610,0955
611,4455
612,6055
613,6155
614,6055
615,6555
616,7055
617,6755
618,5755
619,4455
620,2255
620,9855
621,8855
623,2455
624,3755
625,4955
626,5055
627,4555
628,4155
629,3255
630,1055
630,8755
631,7555
632,5855
633,3755
634,2955
635,2955
636,3955
637,4855
638,4855
639,4555
640,3855
641,2455
642,0355
642,9055
644,1755
645,3055
646,2855
647,2255
648,1955
649,1655
650,0755
650,8755
651,6755
652,4755
653,3055
654,3955
655,7055
656,8455
657,8655
658,8755
659,9155
660,9255
661,8655
662,7155
663,5655
664,5055
665,5555
666,6055
667,5655
668,4955
669,3255
670,1055
670,8355
671,5555
672,2955
673,0255
673,7655
674,6255
675,6255
676,6655
677,5555
678,5055
679,5155
680,5155
681,4255
682,3855
683,4655
684,5255
685,5155
686,5655
687,5855
688,5555
689,4255
690,3255
691,1955
692,1155
693,0155
694,0855
695,3755
696,5355
697,5155
698,4155
699,2455
700,1055
701,0055
701,8355
702,7655
703,9855
705,1155
706,1555
707,1755
708,2055
709,2255
710,1555
711,0255
711,9055
712,9255
713,9955
714,9755
716,0455
717,1655
718,2555
719,3055
720,3355
721,2855
722,1355
722,9855
723,8755
724,8455
725,7555
726,6755
727,8055
728,9155
729,8555
730,7455
731,7355
732,9355
733,9755
734,9755
736,0455
737,1655
738,1755
739,1655
740,2155
741,2755
742,3055
743,2155
744,2155
745,2455
746,2655
747,1955
748,2055
749,2655
750,2955
751,2855
752,3155
753,3355
754,3255
755,2455
756,2355
757,2655
758,2955
759,2455
760,2255
761,2355
762,1855
763,0455
763,8955
764,7755
765,7655
766,6655
767,6555
768,8255
770,0155
771,0455
771,9255
772,7755
773,6155
774,5055
775,3955
776,2155
777,2355
778,4355
779,5255
780,5455
781,5555
782,5355
783,4255
784,2755
785,1055
785,9755
786,7855
787,6155
788,5955
789,7655
790,9255
791,9755
793,0555
794,0855
795,1655
796,1855
797,0755
798,0255
799,1255
800,2055
801,1455
802,0355
803,0355
804,1455
805,1855
806,0755
807,1055
808,1455
809,1755
810,0455
811,0455
812,1455
813,1855
814,0655
814,9655
815,9055
817,0855
818,1555
819,2655
820,3955
821,4955
822,4955
823,4655
824,3755
825,2555
826,0755
826,8755
827,7855
828,7955
829,8955
830,8755
831,8455
832,8155
833,7455
834,5455
835,3655
836,2455
837,2455
838,2855
839,2055
840,3355
841,5055
842,5555
843,4855
844,4455
845,4555
846,4655
847,4155
848,3755
849,4355
850,5055
851,5055
852,4455
853,4655
854,4855
855,4755
856,3555
857,3255
858,3355
859,4955
860,5955
861,5755
862,6355
863,6855
864,6755
865,5555
866,4555
867,4655
868,5455
869,5155
870,5855
871,6655
872,6455
873,4955
874,3955
875,4055
876,4755
877,4255
878,4755
879,5655
880,6055
881,4955
882,4755
883,6255
884,7455
885,7755
886,6755
887,5455
888,5155
889,5455
890,5055
891,3455
892,2655
893,2755
894,3755
895,3355
896,1755
897,1155
898,0755
899,0955
900,0055
900,9155
901,9955
903,2555
904,3455
905,2955
906,3455
907,4355
908,5455
909,5655
910,5455
911,5555
912,5955
913,6355
914,6355
915,7255
916,8355
917,8455
918,7955
919,7555
920,6955
921,6255
922,5055
923,4855
924,7055
925,8055
926,7855
927,7855
928,8255
929,8755
930,8955
931,8855
932,8755
933,8655
934,8055
935,7355
936,7255
937,8055
938,7655
939,6655
940,8155
941,9855
942,9555
943,8755
944,8655
945,8855
946,8555
947,7655
948,7755
949,8155
950,8155
951,6855
952,4855
953,3955
954,4455
955,6055
956,8055
957,9155
958,9755
960,0655
961,1055
962,0755
962,9755
963,8555
964,7155
965,6755
966,6555
967,5655
968,6755
969,7655
970,7955
971,6755
972,5855
973,5555
974,6555
975,6555
976,6655
977,7655
978,8555
979,9655
981,0255
982,1055
983,1555
984,1455
985,0255
985,9955
987,0955
988,1255
989,0055
989,9855
991,1155
992,1955
993,1355
994,0155
994,9355
995,7655
996,5555
997,3055
998,0755
998,9255
999,6855
1000,4455
1001,3755
1002,4355
1003,4855
1004,4955
1005,3955
1006,3155
1007,2755
1008,3155
1009,3555
1010,3255
1011,2855
1012,2955
1013,3155
1014,2955
1015,2155
1016,1555
1017,1255
1018,1255
1019,0955
1020,1055
1021,2355
1022,3555
1023,3855
1024,4055
1025,4155
1026,3855
1027,2455
1028,0455
1028,9055
1030,0355
1031,0455
1031,9755
1033,0555
1034,2155
1035,3055
1036,2555
1037,2255
1038,2155
1039,2155
1040,1355
1041,1655
1042,2555
1043,3755
1044,4255
1045,4855
1046,4555
1047,2855
1048,0455
1048,7855
1049,8755
1051,0255
1052,1255
1053,2255
1054,1955
1055,1655
1056,1855
1057,1955
1058,1655
1059,1455
1060,1355
1061,0955
1062,0955
1063,0755
1064,0355
1064,9755
1065,8855
1066,8755
1067,9955
1069,0955
1070,1055
1071,1255
1072,1955
1073,2255
1074,2055
1075,0855
1076,0355
1077,0155
1078,0955
1078,9955
1080,0555
1081,1255
1082,1655
1083,1055
1084,0555
1084,9755
1085,7955
1086,5555
1087,3055
1088,1155
1089,1255
1090,3355
1091,3355
1092,4555
1093,5655
1094,6755
1095,6955
1096,6455
1097,6155
1098,5155
1099,3955
1100,2155
1101,0555
1102,0455
1103,1255
1104,2455
1105,1855
1106,0955
1107,0555
1108,0455
1109,0455
1109,9455
1110,9955
1112,1355
1113,1755
1114,1855
1115,1955
1116,2055
1117,1555
1118,1155
1119,1055
1120,1455
1121,1855
1122,1255
1123,0855
1124,0955
1125,1255
1126,1455
1127,1855
1128,2355
1129,2655
1130,2955
1131,1955
1132,1455
1133,1555
1134,1655
1135,1055
1136,1155
1137,1755
1138,1855
1139,1055
1140,0255
1140,8955
1141,8455
1142,7755
1143,6455
1144,7355
1145,9955
1146,9755
1147,8955
1148,8655
1149,8655
1150,8055
1151,6855
1152,6055
1153,5555
1154,5355
1155,4255
1156,3055
1157,2055
1158,1555
1159,0755
1159,8755
1160,7355
1161,7955
1162,8555
1163,8155
1164,6955
1165,4755
1166,2355
1167,1055
1167,9255
1168,6955
1169,5255
1170,4955
1171,6355
1172,7255
1173,6655
1174,6255
1175,5955
1176,5155
1177,3355
1178,2455
1179,2555
1180,3455
1181,2255
1182,1855
1183,2555
1184,3055
1185,2155
1186,1255
1187,0155
1187,9255
1188,7755
1189,5955
1190,5555
1191,7055
1192,7455
1193,5955
1194,3855
1195,1655
1195,9255
1196,6655
1197,3953630137
1198,0655
1198,7855
1199,5755
1200,3955
1201,1555
1201,9555
1202,9455
1204,1055
1205,1455
1206,0555
1207,0255
1207,9955
1208,9955
1209,8855
1210,7255
1211,6655
1212,7155
1213,7455
1214,7155
1215,6855
1216,6955
1217,7055
1218,6455
1219,5455
1220,4955
1221,4455
1222,3955
1223,2755
1224,2055
1225,1455
1226,0155
1226,8055
1227,5655
1228,3555
1229,2455
1230,07687724551
1231,1055
1231,8855
1232,6855
1233,5355
1234,4755
1235,4255
1236,3455
1237,4455
1238,5555
1239,5155
1240,5455
1241,5555
1242,5255
1243,4955
1244,5155
1245,4955
1246,4455
1247,4555
1248,5055
1249,5255
1250,4955
1251,5255
1252,5755
1253,5955
1254,5255
1255,4855
1256,4555
1257,5055
1258,5355
1259,4855
1260,5455
1261,6255
1262,6955
1263,6955
1264,6755
1265,6955
1266,7155
1267,6855
1268,5955
1269,6155
1270,6855
1271,7355
1272,7355
1273,6555
1274,6255
1275,6355
1276,6555
1277,6455
1278,6455
1279,6755
1280,6755
1281,6255
1282,6655
1283,7155
1284,7855
1285,8155
1286,7655
1287,7755
1288,8055
1289,8555
1290,8155
1291,8755
1292,9655
1293,9655
1294,8755
1295,8355
1296,8255
1297,8255
1298,7655
1299,8255
1300,9455
1302,0855
1303,1155
1304,1155
1305,1255
1306,0955
1306,9855
1307,7855
1308,5855
1309,4255
1310,5455
1311,5055
1312,4755
1313,5155
1314,5755
1315,5855
1316,5055
1317,5255
1318,5755
1319,6255
1320,5755
1321,6155
1322,6755
1323,7255
1324,6955
1325,7555
1326,8155
1327,8555
1328,7955
1329,8155
1330,8655
1331,9855
1332,9155
1333,8955
1335,0155
1336,1855
1337,2055
1338,2055
1339,2955
1340,3855
1341,3855
1342,3755
1343,4155
1344,4755
1345,4655
1346,5455
1347,6255
1348,6255
1349,4955
1350,4455
1351,4455
1352,4655
1353,4055
1354,6055
1355,8355
1356,8955
1357,9455
1359,0855
1360,1255
1361,0755
1361,9555
1362,8855
1363,8955
1364,9155
1365,8855
1367,0055
1368,1055
1369,1255
1370,0755
1371,0955
1372,1055
1373,0755
1373,9355
1374,8855
1375,9455
1377,0555
1378,0655
1379,1655
1380,2955
1381,3755
1382,3655
1383,4255
1384,5355
1385,5955
1386,5655
1387,6155
1388,6655
1389,6255
1390,4655
1391,2655
1392,2655
1393,3155
1394,2055
1395,1655
1396,2455
1397,2455
1398,2255
1399,2555
1400,3155
1401,3255
1402,3055
1403,2655
1404,2455
1405,2655
1406,2855
1407,2455
1408,2455
1409,2855
1410,3455
1411,3255
1412,3355
1413,3755
1414,3955
1415,3055
1416,2555
1417,2255
1418,2755
1419,3255
1420,4255
1421,6055
1422,7455
1423,7755
1424,7955
1425,8255
1426,8155
1427,7255
1428,5755
1429,4355
1430,3955
1431,4655
1432,4055
1433,3955
1434,4355
1435,4855
1436,4855
1437,4255
1438,4555
1439,5055
1440,4955
1441,4055
1442,4055
1443,4155
1444,4155
1445,3155
1446,3055
1447,3055
1448,3555
1449,3155
1450,2855
1451,2955
1452,3755
1453,3355
1454,3055
1455,3255
1456,3455
1457,2355
1458,0855
1459,0355
1460,1055
1461,1955
1462,1955
1463,3255
1464,4955
1465,5355
1466,5055
1467,4955
1468,4455
1469,3555
1470,2655
1471,3855
1472,6855
1473,8155
1474,8455
1476,0455
1477,2655
1478,4155
1479,4555
1480,4455
1481,4755
1482,5555
1483,5455
1484,4855
1485,5055
1486,6055
1487,6955
1488,7255
1489,8255
1490,9255
1491,9455
1492,9955
1494,1355
1495,2955
1496,3455
1497,4455
1498,5855
1499,6855
1500,6655
1501,6555
1502,6855
1503,7055
1504,6255
1505,6655
1506,8055
1507,9155
1508,9255
1510,0155
1511,1155
1512,0955
1512,9955
1513,9455
1514,9255
1515,8555
1516,7955
1517,8055
1518,8555
1519,8755
1520,8255
1521,8655
1522,8955
1523,8255
1524,6455
1525,4055
1526,2355
1527,2555
1528,1255
1528,9855
1530,0455
1531,1155
1532,1655
1533,0755
1533,9755
1534,7655
1535,5155
1536,3055
1537,1855
1538,0555
1538,9255
1539,8955
1540,9655
1542,0355
1542,9955
1543,9355
1544,8955
1545,8655
1546,7355
1547,6355
1548,6255
1549,7655
1550,7455
1551,7555
1552,7855
1553,7855
1554,7155
1555,6555
1556,6255
1557,5855
1558,4855
1559,3255
1560,2055
1561,1755
1562,0955
1562,9255
1563,8255
1564,7555
1565,6555
1566,4755
1567,2655
1568,1055
1569,2255
1570,3055
1571,3655
1572,3355
1573,3755
1574,4355
1575,4255
1576,3455
1577,2555
1578,1255
1578,9455
1579,6955
1580,4255
1581,1655
1581,9355
1582,7655
1583,6755
1584,6055
1585,7855
1586,8855
1587,9555
1588,8955
1589,8755
1590,8855
1591,8955
1592,8555
1593,7155
1594,6455
1595,6155
1596,6055
1597,5255
1598,5355
1599,5555
1600,5755
1601,4955
1602,5055
1603,5155
1604,4955
1605,3855
1606,3355
1607,3555
1608,3655
1609,2655
1610,2555
1611,3055
1612,3255
1613,2355
1614,1555
1615,0655
1615,9455
1616,7855
1617,6955
1618,7355
1619,8455
1620,7955
1621,7655
1622,7855
1623,8355
1624,7955
1625,6355
1626,5455
1627,5555
1628,5755
1629,5055
1630,4555
1631,4755
1632,4555
1633,3455
1634,3055
1635,2955
1636,2455
1637,1355
1638,1155
1639,1155
1640,0955
1641,0055
1641,9555
1642,9155
1643,8855
1644,8255
1645,7455
1646,7755
1647,7955
1648,7355
1649,6955
1650,6855
1651,7155
1652,6555
1653,6055
1654,5855
1655,5355
1656,4355
1657,3555
1658,3455
1659,3555
1660,2955
1661,3255
1662,3755
1663,3755
1664,3055
1665,3255
1666,3455
1667,3555
1668,2755
1669,1655
1670,0455
1670,8355
1671,5655
1672,6455
1673,5855
1674,4655
1675,4855
1676,5355
1677,5955
1678,5655
1679,4555
1680,4155
1681,3855
1682,3755
1683,3255
1684,2855
1685,3555
1686,4355
1687,4855
1688,4555
1689,4755
1690,4955
1691,4555
1692,3155
1693,2555
1694,2355
1695,2455
1696,1955
1697,1555
1698,1855
1699,3255
1700,4055
1701,4155
1702,4855
1703,5655
1704,5955
1705,5155
1706,4455
1707,3855
1708,3255
1709,2355
1710,1555
1711,2055
1712,4155
1713,5155
1714,5055
1715,6555
1716,8055
1717,8955
1718,8455
1719,8455
1720,8755
1721,9155
1722,9055
1723,8555
1724,8955
1725,9555
1726,9555
1727,8255
1728,7555
1729,7155
1730,6755
1731,6255
1732,5455
1733,5455
1734,5955
1735,6155
1736,4955
1737,4455
1738,4255
1739,3955
1740,3155
1741,2455
1742,2655
1743,3355
1744,3255
1745,3255
1746,3555
1747,3655
1748,3155
1749,2155
1750,1755
1751,1455
1752,1155
1753,0155
1753,9055
1754,8755
1755,9155
1756,9255
1757,8355
1758,9155
1760,0355
1761,1055
1762,0855
1763,1255
1764,1455
1765,1355
1766,0055
1766,9255
1767,9055
1768,9255
1769,9355
1771,0055
1772,1155
1773,1955
1774,1655
1775,1455
1776,1555
1777,1355
1778,0355
1778,9255
1779,8955
1780,9355
1781,9355
1782,9055
1783,9755
1785,0555
1786,0855
1787,0155
1787,9955
1788,9955
1789,9955
1790,9255
1791,8555
1793,0455
1794,2755
1795,3555
1796,4055
1797,5455
1798,6455
1799,6355
1800,5655
1801,6255
1802,7755
1803,8155
1804,8455
1805,9555
1807,0855
1808,0555
1808,9955
1810,0055
1811,0255
1811,9755
1812,8755
1813,8155
1814,7455
1815,6155
1816,4155
1817,2055
1818,2555
1819,1755
1819,9855
1820,7755
1821,7855
1822,9255
1824,0355
1825,0655
1825,9455
1826,7455
1827,5755
1828,4555
1829,3755
