rpeaks
1,6355
2,5255
3,5255
4,5955
5,5555
6,4255
7,3355
8,3355
9,3455
10,2755
11,1655
12,0455
12,9655
13,9555
14,9455
16,0055
17,1855
18,3055
19,3455
20,3555
21,3655
22,3455
23,2555
24,0455
24,8555
25,7355
26,7955
27,8155
28,8555
30,0155
31,0455
31,9955
32,8655
33,8055
34,8655
35,8455
36,7455
37,9255
39,1055
40,2155
41,2255
42,2155
43,2455
44,2455
45,1255
46,0355
47,0555
48,2055
49,2555
50,1955
51,2055
52,2255
53,1455
54,0055
54,9855
56,0955
57,2155
58,2755
59,2955
60,3255
61,2955
62,1555
63,0355
64,0355
65,1655
66,2355
67,2655
68,3055
69,2855
70,1355
70,9155
71,7355
72,8255
73,8855
74,8855
75,7655
76,7955
77,9155
78,9555
79,9555
80,8855
81,7255
82,5755
83,4855
84,4555
85,4455
86,3655
87,3955
88,4655
89,5255
90,4555
91,3655
92,3655
93,5455
94,5455
95,6255
96,6655
97,7155
98,7555
99,7055
100,6555
101,6655
102,7355
103,8555
104,8755
105,9055
106,9255
107,9855
109,0255
109,9755
111,0155
112,1155
113,1655
114,1355
115,1655
116,2055
117,2255
118,1355
119,0955
120,0255
120,8955
121,7455
122,7055
123,7155
124,5955
125,5555
126,5455
127,4855
128,3055
129,1155
129,9555
130,8755
131,8955
132,8655
133,8155
134,8055
135,8355
136,8255
137,7455
138,7655
139,8855
141,0555
142,0555
143,1255
144,2055
145,2555
146,1955
147,1755
148,2155
149,2955
150,3055
151,3255
152,3855
153,4555
154,5155
155,5055
156,5455
157,6055
158,6755
159,7255
160,6655
161,6055
162,5255
163,4355
164,2555
165,1855
166,2955
167,3955
168,3655
169,2055
170,0655
170,9555
171,8555
172,6555
173,5055
174,4555
175,5355
176,5155
177,5655
178,6655
179,6255
180,4455
181,2755
182,1555
183,1555
184,2055
185,1655
186,2555
187,4655
188,5455
189,5255
190,4855
191,4055
192,2955
193,1155
194,0655
195,3355
196,3955
197,4255
198,5455
199,6455
200,7355
201,7155
202,7155
203,6555
204,5055
205,3555
206,3655
207,6455
208,6955
209,7055
210,7855
211,8655
212,8855
213,8155
214,8055
215,8155
216,7955
217,7055
218,7255
219,7755
220,8655
221,8655
222,7655
223,6955
224,6055
225,5455
226,4255
227,3655
228,4355
229,5455
230,5855
231,4655
232,3555
233,2755
234,1955
235,0855
236,0955
237,3155
238,3655
239,3655
240,4255
241,4655
242,4255
243,3755
244,3555
245,3555
246,2955
247,2455
248,2255
249,2555
250,2855
251,2355
252,0855
252,8555
253,6855
254,8155
255,9155
256,9955
258,0555
259,0455
260,0155
260,9855
261,9455
262,8855
263,7655
264,6855
265,6255
266,6155
267,6355
268,6155
269,5655
270,5455
271,5055
272,4255
273,2855
274,1555
275,0955
276,1255
277,0655
278,1455
279,1755
280,1855
281,0955
281,9355
282,7355
283,5555
284,4155
285,2155
286,0955
287,1655
288,2855
289,2755
290,0955
290,9555
291,7755
292,6155
293,4455
294,2755
295,3355
296,5855
297,6655
298,6655
299,6155
300,5955
301,5655
302,4955
303,4155
304,4555
305,5655
306,5355
307,4455
308,4155
309,4155
310,4455
311,4455
312,5255
313,5455
314,4155
315,2055
316,0155
316,8555
317,7755
318,6355
319,6355
320,7855
321,8955
322,8255
323,6855
324,5655
325,4055
326,2055
326,9755
327,7055
328,4355
329,2955
330,2155
331,1255
331,9455
332,7655
333,5255
334,3255
335,3255
336,1555
336,9055
337,6255
338,3955
339,3755
340,5955
341,7555
342,8955
344,0155
345,0555
346,1055
347,1555
348,1555
349,0955
350,0155
350,8355
351,7155
352,5855
353,5055
354,4055
355,2455
356,1655
357,2255
358,2655
359,1555
359,9355
360,6855
361,4455
362,2655
363,4155
364,5155
365,4955
366,4555
367,5055
368,5955
369,6355
370,5755
371,5655
372,5755
373,5955
374,5555
375,5455
376,6055
377,7455
378,7855
379,7955
380,8655
381,9055
382,9555
383,9055
384,8455
385,7155
386,5755
387,4155
388,2455
389,4555
390,6455
391,7555
392,7355
393,5855
394,4355
395,2055
395,9455
396,7255
397,6055
398,3955
399,2355
400,4655
401,5555
402,5755
403,4855
404,3655
405,1455
405,8655
406,6355
407,4655
408,2955
409,6155
410,8555
411,9455
412,9855
413,9955
414,9855
415,9755
416,9055
417,9755
419,1055
420,2055
421,2355
422,1955
423,2355
424,3055
425,3155
426,2155
427,1355
428,0355
428,9855
429,9055
430,7455
431,5555
432,3055
433,1655
434,0155
434,8355
435,7755
436,8755
437,8755
438,7155
439,5855
440,5055
441,5255
442,4755
443,5655
444,7155
445,7855
446,7355
447,5955
448,5155
449,6855
450,7555
451,6955
452,7555
453,8155
454,8755
455,8655
456,8555
457,8355
458,8255
459,7355
460,6955
461,7455
462,8955
464,0155
465,0455
466,1655
467,2655
468,3355
469,3255
470,2355
471,1055
471,9955
472,9555
473,8455
474,9855
476,1855
477,2255
478,2055
479,0655
479,8955
480,6455
481,3855
482,2055
482,9955
483,7455
484,4655
485,2455
486,5155
487,7155
488,9055
490,0855
491,1255
492,1355
493,0355
493,8155
494,5355
495,2555
495,9855
496,9655
498,1855
499,2855
500,3755
501,4655
502,5455
503,5255
504,4955
505,4955
506,4955
507,4455
508,4855
509,7155
510,8555
511,8655
512,8655
513,9355
515,0155
516,0055
517,0255
518,0455
519,0855
520,0955
521,0855
522,1255
523,2255
524,2455
525,1555
526,0455
526,8855
527,7555
528,5855
529,4655
530,6355
531,7655
532,7655
533,7755
534,7855
535,7755
536,6955
537,5755
538,5055
539,5055
540,4855
541,4855
542,6055
543,7255
544,7455
545,6755
546,6255
547,5755
548,4455
549,2555
550,1955
551,4055
552,5455
553,5855
554,7555
555,9455
557,0655
558,0455
559,0155
559,9355
561,0155
562,0055
562,8855
564,0555
565,2455
566,2955
567,3255
568,4055
569,4755
570,4955
571,4755
572,4755
573,4955
574,4055
575,3555
576,5555
577,8055
578,9055
579,8955
580,9655
582,0355
583,0255
583,8555
584,6655
585,5055
586,6855
587,6555
588,7155
589,8955
591,1855
592,2655
593,3155
594,2255
595,0255
595,7855
596,5255
597,2755
597,9855
598,7355
