posFile,posFileTest,posFileTestNew,stimFile,stimFileNew,cs_neg_s,cs_pos_s,cs_neg_ns,cs_pos_ns,cs_neg_s_new,cs_pos_s_new,cs_neg_ns_new,cs_pos_ns_new,stim,position,position1,stim1,position2,stim2,position3,stim3,position4,stim4,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,search_task_trials.thisRepN,search_task_trials.thisTrialN,search_task_trials.thisN,search_task_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,testtrials_novelty.thisRepN,testtrials_novelty.thisTrialN,testtrials_novelty.thisN,testtrials_novelty.thisIndex,loop_test_novelty.thisRepN,loop_test_novelty.thisTrialN,loop_test_novelty.thisN,loop_test_novelty.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartSearch.started,target_positions,distractor_positions,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,textTestInstr.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,test_roi1.numLooks,test_roi1.timesOn,test_roi1.timesOff,test_roi2.numLooks,test_roi2.timesOn,test_roi2.timesOff,test_roi3.numLooks,test_roi3.timesOn,test_roi3.timesOff,test_roi4.numLooks,test_roi4.timesOn,test_roi4.timesOff,test_image_feedback1.started,test_image_feedback2.started,test_iamge_feedback3.started,test_iamge_feedback4.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_pos_ns,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.87138060014695,126.61542830010876,138.89275520015508,4.0,3.901500499807298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_neg_s,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.35778470011428,5.0,4.029405000153929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_neg_ns,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1700790002942,4.0,2.264767199754715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_pos_s,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.14911270001903,5.0,2.0231437999755144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0934339002706,"[[0.45000000000000007, -0.30000000000000004], [-0.22499999999999998, 0.19999999999999996], [0.22499999999999998, 0.7], [-0.9, 0.7], [0.0, -0.8], [0.45000000000000007, 0.7], [-0.22499999999999998, -0.30000000000000004], [0.45000000000000007, -0.8], [-0.45, -0.8], [-0.45, 0.7], [-0.22499999999999998, 0.7], [-0.9, 0.19999999999999996], [0.0, -0.30000000000000004], [-0.22499999999999998, -0.8], [0.45000000000000007, 0.19999999999999996]]","[[0.9, 0.19999999999999996], [-0.675, -0.8], [-0.675, 0.19999999999999996], [0.9, 0.7], [-0.675, -0.30000000000000004], [-0.9, -0.30000000000000004], [0.22499999999999998, -0.30000000000000004], [0.22499999999999998, -0.8], [-0.675, 0.7], [0.6749999999999999, -0.30000000000000004], [0.9, -0.30000000000000004], [-0.9, -0.8], [0.6749999999999999, -0.8], [0.22499999999999998, 0.19999999999999996], [0.0, 0.7]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[-0.22499999999999998, -0.30000000000000004], [0.6749999999999999, -0.30000000000000004], [0.45000000000000007, 0.7], [-0.675, -0.8], [-0.675, -0.30000000000000004], [-0.675, 0.19999999999999996], [-0.45, 0.7], [0.6749999999999999, -0.8], [0.0, 0.7], [0.22499999999999998, 0.19999999999999996], [0.45000000000000007, 0.19999999999999996], [0.9, 0.7], [-0.9, 0.7], [-0.9, 0.19999999999999996], [-0.22499999999999998, 0.19999999999999996]]","[[-0.45, 0.19999999999999996], [-0.675, 0.7], [0.0, -0.8], [0.0, 0.19999999999999996], [0.22499999999999998, -0.30000000000000004], [0.9, -0.30000000000000004], [0.6749999999999999, 0.19999999999999996], [0.0, -0.30000000000000004], [-0.45, -0.30000000000000004], [-0.9, -0.8], [0.22499999999999998, 0.7], [-0.45, -0.8], [0.9, 0.19999999999999996], [0.22499999999999998, -0.8], [0.9, -0.8]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_neg_s,"(-0.7, -0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.89561300026253,262.55445299996063,-3,loss,1,0.3127609002403915,0.31276490027084947,262.88774259993806,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_neg_s,"(0.7, 0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8110445002094,-3,none,0,,,272.82488900003955,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_pos_s,"(0.7, -0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.29675720026717,0,reward,1,0.7643503001891077,0.7643543998710811,281.0744918002747,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,cs_pos_s,"(0.7, 0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3519993000664,3,reward,1,0.7083485000766814,0.7083521001040936,289.0672293002717,,,,,,,,,,,,,,,,,,,,,,10,A,2024-04-19_10h13.09.109,attentional_competition_task,2022.2.4,144.03638885232897,
