posFile,posFileTest,posFileTestNew,stimFile,stimFileNew,cs_neg_s,cs_pos_s,cs_neg_ns,cs_pos_ns,cs_neg_s_new,cs_pos_s_new,cs_neg_ns_new,cs_pos_ns_new,stim,position,position1,stim1,position2,stim2,position3,stim3,position4,stim4,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,search_task_trials.thisRepN,search_task_trials.thisTrialN,search_task_trials.thisN,search_task_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,testtrials_novelty.thisRepN,testtrials_novelty.thisTrialN,testtrials_novelty.thisN,testtrials_novelty.thisIndex,loop_test_novelty.thisRepN,loop_test_novelty.thisTrialN,loop_test_novelty.thisN,loop_test_novelty.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartSearch.started,target_positions,distractor_positions,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,textTestInstr.started,test_image1.started,test_image2.started,test_image3.started,test_image4.started,test_roi1.numLooks,test_roi1.timesOn,test_roi1.timesOff,test_roi2.numLooks,test_roi2.timesOn,test_roi2.timesOff,test_roi3.numLooks,test_roi3.timesOn,test_roi3.timesOff,test_roi4.numLooks,test_roi4.timesOn,test_roi4.timesOff,test_image_feedback1.started,test_image_feedback2.started,test_iamge_feedback3.started,test_iamge_feedback4.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_neg_ns,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.015133399982005,93.54477259982377,111.71824409998953,7.0,13.15854710014537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_neg_s,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0161876999773,3.0,4.3707836996763945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_pos_s,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2381867999211,5.0,4.73084510024637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_pos_ns,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.20324310008436,9.0,3.6749259997159243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.07812299998477,"[[-0.45, -0.8], [-0.9, -0.8], [-0.9, 0.7], [0.45000000000000007, 0.7], [0.22499999999999998, 0.19999999999999996], [0.9, 0.19999999999999996], [-0.675, 0.19999999999999996], [-0.45, 0.19999999999999996], [0.0, -0.8], [-0.22499999999999998, 0.19999999999999996], [0.6749999999999999, -0.30000000000000004], [-0.675, -0.8], [0.0, 0.7], [0.45000000000000007, 0.19999999999999996], [0.9, -0.30000000000000004]]","[[0.6749999999999999, -0.8], [0.22499999999999998, 0.7], [0.9, 0.7], [-0.45, 0.7], [0.9, -0.8], [0.0, 0.19999999999999996], [0.6749999999999999, 0.7], [0.0, -0.30000000000000004], [-0.22499999999999998, -0.30000000000000004], [-0.45, -0.30000000000000004], [0.22499999999999998, -0.30000000000000004], [-0.675, -0.30000000000000004], [0.22499999999999998, -0.8], [-0.9, -0.30000000000000004], [-0.22499999999999998, -0.8]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[0.0, 0.19999999999999996], [0.45000000000000007, 0.19999999999999996], [-0.9, -0.30000000000000004], [0.0, -0.30000000000000004], [0.6749999999999999, -0.8], [-0.22499999999999998, 0.7], [-0.9, 0.19999999999999996], [-0.675, -0.30000000000000004], [0.9, 0.19999999999999996], [0.45000000000000007, 0.7], [0.9, -0.8], [-0.675, 0.19999999999999996], [-0.675, -0.8], [0.6749999999999999, -0.30000000000000004], [0.45000000000000007, -0.30000000000000004]]","[[0.0, -0.8], [0.6749999999999999, 0.19999999999999996], [-0.45, -0.8], [-0.45, 0.19999999999999996], [-0.9, 0.7], [-0.675, 0.7], [-0.22499999999999998, -0.30000000000000004], [0.22499999999999998, -0.30000000000000004], [0.9, 0.7], [-0.45, 0.7], [0.6749999999999999, 0.7], [0.22499999999999998, 0.7], [-0.9, -0.8], [0.22499999999999998, -0.8], [-0.45, -0.30000000000000004]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_neg_s,"(-0.7, 0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.17212679982185,241.9767960999161,-3,loss,1,0.30569150019437075,0.3056951002217829,242.28930770000443,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_pos_s,"(-0.7, 0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.52509489981458,0,reward,1,0.7083882000297308,0.7083919998258352,250.24041819991544,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_neg_ns,"(0.7, 0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.4692424000241,-3,loss,1,0.44485830003395677,0.44486179994419217,257.92056440003216,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
positions.xlsx,positions_test.xlsx,positions_test_new.xlsx,stimuli.xlsx,stimuli_new.xlsx,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_pos_s,"(-0.7, -0.5)",,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.5452527999878,0,reward,1,0.6669124001637101,0.6669160998426378,266.21883990010247,,,,,,,,,,,,,,,,,,,,,,13,C,2024-04-22_11h17.54.969,attentional_competition_task,2022.2.4,143.97645673689073,
