"subject","trial","phase","condition","look","outcome"
7,64,"acquisition","cs_minus_ns",1,"reward"
7,65,"acquisition","cs_minus_ns",1,"reward"
7,66,"acquisition","cs_plus_s",0,NA
7,67,"acquisition","cs_minus_s",1,"reward"
7,68,"acquisition","cs_minus_s",1,"reward"
7,69,"acquisition","cs_plus_s",0,NA
7,70,"acquisition","cs_minus_ns",1,"reward"
7,71,"acquisition","cs_minus_s",1,"reward"
7,72,"acquisition","cs_plus_ns",1,"shock"
7,73,"acquisition","cs_plus_ns",1,"shock"
7,74,"acquisition","cs_minus_ns",1,"reward"
7,75,"acquisition","cs_plus_ns",0,NA
7,76,"acquisition","cs_plus_s",1,"shock"
7,77,"acquisition","cs_minus_s",1,"reward"
7,78,"acquisition","cs_minus_ns",1,"reward"
7,79,"acquisition","cs_plus_s",1,"shock"
7,80,"acquisition","cs_plus_ns",1,"shock"
7,81,"acquisition","cs_minus_s",1,"reward"
7,82,"acquisition","cs_minus_s",1,"reward"
7,83,"acquisition","cs_plus_s",0,NA
7,84,"acquisition","cs_plus_ns",1,"shock"
7,85,"acquisition","cs_minus_ns",1,"reward"
7,86,"acquisition","cs_plus_s",0,NA
7,87,"acquisition","cs_plus_ns",0,NA
7,88,"acquisition","cs_minus_s",1,"reward"
7,89,"acquisition","cs_minus_ns",1,"reward"
7,90,"acquisition","cs_plus_ns",1,"shock"
7,91,"acquisition","cs_plus_s",1,"shock"
7,92,"acquisition","cs_minus_ns",1,"reward"
7,93,"acquisition","cs_plus_ns",0,NA
7,94,"acquisition","cs_minus_s",1,"reward"
7,95,"acquisition","cs_plus_s",0,NA
7,96,"acquisition","cs_minus_ns",1,"reward"
7,97,"acquisition","cs_minus_s",1,"reward"
7,98,"acquisition","cs_minus_s",1,"reward"
7,99,"acquisition","cs_plus_ns",1,"shock"
7,100,"acquisition","cs_plus_s",0,NA
7,101,"acquisition","cs_plus_ns",0,NA
7,102,"acquisition","cs_plus_s",0,NA
7,103,"acquisition","cs_minus_ns",1,"reward"
7,104,"acquisition","cs_minus_s",1,"reward"
7,105,"acquisition","cs_plus_s",0,NA
7,106,"acquisition","cs_plus_s",0,NA
7,107,"acquisition","cs_plus_ns",0,NA
7,108,"acquisition","cs_minus_s",1,"reward"
7,109,"acquisition","cs_minus_ns",1,"reward"
7,110,"acquisition","cs_minus_ns",1,"reward"
7,111,"acquisition","cs_minus_ns",1,"reward"
7,112,"acquisition","cs_plus_ns",1,"shock"
7,113,"test","cs_minus_ns",NA,NA
7,114,"test","cs_plus_s",NA,NA
7,115,"test","cs_plus_ns",NA,NA
7,116,"test","cs_minus_s",NA,NA
7,117,"test","cs_minus_s",NA,NA
7,118,"test","cs_minus_ns",NA,NA
7,119,"test","cs_plus_s",NA,NA
7,120,"test","cs_plus_ns",NA,NA
7,121,"test","cs_minus_ns",NA,NA
7,122,"test","cs_plus_ns",NA,NA
7,123,"test","cs_minus_s",NA,NA
7,124,"test","cs_plus_s",NA,NA
7,125,"test","cs_minus_s",NA,NA
7,126,"test","cs_plus_ns",NA,NA
7,127,"test","cs_plus_s",NA,NA
7,128,"test","cs_minus_ns",NA,NA
7,129,"test","cs_plus_ns",NA,NA
7,130,"test","cs_minus_s",NA,NA
7,131,"test","cs_plus_s",NA,NA
7,132,"test","cs_minus_ns",NA,NA
7,133,"test","cs_plus_s",NA,NA
7,134,"test","cs_plus_ns",NA,NA
7,135,"test","cs_minus_s",NA,NA
7,136,"test","cs_minus_ns",NA,NA
7,137,"test","cs_minus_s",NA,NA
7,138,"test","cs_plus_ns",NA,NA
7,139,"test","cs_minus_ns",NA,NA
7,140,"test","cs_plus_s",NA,NA
7,141,"test","cs_plus_ns",NA,NA
7,142,"test","cs_minus_ns",NA,NA
7,143,"test","cs_plus_s",NA,NA
7,144,"test","cs_minus_s",NA,NA
7,145,"test","cs_plus_ns",NA,NA
7,146,"test","cs_minus_ns",NA,NA
7,147,"test","cs_plus_s",NA,NA
7,148,"test","cs_minus_s",NA,NA
7,149,"test","cs_plus_s",NA,NA
7,150,"test","cs_minus_ns",NA,NA
7,151,"test","cs_minus_s",NA,NA
7,152,"test","cs_plus_ns",NA,NA
8,1,"acquisition","cs_minus_s",1,"reward"
8,2,"acquisition","cs_plus_ns",1,"shock"
8,3,"acquisition","cs_plus_ns",1,"shock"
8,4,"acquisition","cs_plus_s",1,"shock"
8,5,"acquisition","cs_minus_ns",1,"reward"
8,6,"acquisition","cs_minus_ns",1,"reward"
8,7,"acquisition","cs_minus_s",1,"reward"
8,8,"acquisition","cs_plus_ns",1,"shock"
8,9,"acquisition","cs_plus_s",1,"shock"
8,10,"acquisition","cs_minus_s",1,"reward"
8,11,"acquisition","cs_minus_ns",1,"reward"
8,12,"acquisition","cs_minus_s",1,"reward"
8,13,"acquisition","cs_plus_s",1,"shock"
8,14,"acquisition","cs_plus_ns",1,"shock"
8,15,"acquisition","cs_minus_ns",1,"reward"
8,16,"acquisition","cs_plus_s",1,"shock"
8,17,"acquisition","cs_minus_s",1,"reward"
8,18,"acquisition","cs_minus_ns",1,"reward"
8,19,"acquisition","cs_minus_s",1,"reward"
8,20,"acquisition","cs_plus_ns",1,"shock"
8,21,"acquisition","cs_plus_s",1,"shock"
8,22,"acquisition","cs_minus_s",1,"reward"
8,23,"acquisition","cs_plus_ns",1,"shock"
8,24,"acquisition","cs_minus_ns",1,"reward"
8,25,"acquisition","cs_plus_ns",1,"shock"
8,26,"acquisition","cs_plus_s",1,"shock"
8,27,"acquisition","cs_plus_s",1,"shock"
8,28,"acquisition","cs_minus_ns",1,"reward"
8,29,"acquisition","cs_plus_s",1,"shock"
8,30,"acquisition","cs_plus_ns",1,"shock"
8,31,"acquisition","cs_minus_ns",1,"reward"
8,32,"acquisition","cs_minus_s",1,"reward"
8,33,"acquisition","cs_minus_ns",0,NA
8,34,"acquisition","cs_minus_ns",0,NA
8,35,"acquisition","cs_plus_ns",0,NA
8,36,"acquisition","cs_plus_s",0,NA
8,37,"acquisition","cs_minus_s",0,NA
8,38,"acquisition","cs_minus_s",0,NA
8,39,"acquisition","cs_plus_ns",0,NA
8,40,"acquisition","cs_minus_s",0,NA
8,41,"acquisition","cs_plus_s",0,NA
8,42,"acquisition","cs_minus_ns",0,NA
8,43,"acquisition","cs_plus_ns",0,NA
8,44,"acquisition","cs_plus_s",0,NA
8,45,"acquisition","cs_minus_ns",0,NA
8,46,"acquisition","cs_plus_ns",0,NA
8,47,"acquisition","cs_minus_s",0,NA
8,48,"acquisition","cs_plus_s",0,NA
8,49,"acquisition","cs_plus_ns",0,NA
8,50,"acquisition","cs_minus_s",0,NA
8,51,"acquisition","cs_plus_s",0,NA
8,52,"acquisition","cs_plus_s",0,NA
8,53,"acquisition","cs_minus_s",0,NA
8,54,"acquisition","cs_minus_ns",0,NA
8,55,"acquisition","cs_minus_ns",0,NA
8,56,"acquisition","cs_plus_s",0,NA
8,57,"acquisition","cs_minus_ns",0,NA
8,58,"acquisition","cs_plus_ns",0,NA
8,59,"acquisition","cs_plus_s",0,NA
8,60,"acquisition","cs_minus_s",0,NA
8,61,"acquisition","cs_plus_ns",0,NA
8,62,"acquisition","cs_minus_ns",0,NA
8,63,"acquisition","cs_minus_s",0,NA
8,64,"acquisition","cs_plus_ns",0,NA
8,65,"acquisition","cs_minus_s",0,NA
8,66,"acquisition","cs_minus_s",0,NA
8,67,"acquisition","cs_plus_s",1,"shock"
8,68,"acquisition","cs_plus_ns",0,NA
8,69,"acquisition","cs_minus_ns",0,NA
8,70,"acquisition","cs_minus_ns",0,NA
8,71,"acquisition","cs_plus_ns",0,NA
8,72,"acquisition","cs_plus_ns",0,NA
8,73,"acquisition","cs_plus_s",0,NA
8,74,"acquisition","cs_minus_ns",0,NA
8,75,"acquisition","cs_minus_ns",0,NA
8,76,"acquisition","cs_plus_s",0,NA
8,77,"acquisition","cs_minus_s",0,NA
8,78,"acquisition","cs_minus_s",0,NA
8,79,"acquisition","cs_plus_ns",0,NA
8,80,"acquisition","cs_plus_s",0,NA
8,81,"acquisition","cs_minus_ns",0,NA
8,82,"acquisition","cs_plus_ns",0,NA
8,83,"acquisition","cs_minus_s",0,NA
8,84,"acquisition","cs_plus_s",0,NA
8,85,"acquisition","cs_plus_s",0,NA
8,86,"acquisition","cs_minus_s",0,NA
8,87,"acquisition","cs_minus_ns",0,NA
8,88,"acquisition","cs_plus_ns",0,NA
8,89,"acquisition","cs_minus_s",0,NA
8,90,"acquisition","cs_minus_ns",0,NA
8,91,"acquisition","cs_plus_ns",0,NA
8,92,"acquisition","cs_plus_s",0,NA
8,93,"acquisition","cs_minus_ns",0,NA
8,94,"acquisition","cs_minus_s",0,NA
8,95,"acquisition","cs_plus_s",0,NA
8,96,"acquisition","cs_plus_ns",0,NA
8,97,"acquisition","cs_plus_ns",0,NA
8,98,"acquisition","cs_plus_s",0,NA
8,99,"acquisition","cs_plus_s",0,NA
8,100,"acquisition","cs_minus_s",0,NA
8,101,"acquisition","cs_minus_s",0,NA
8,102,"acquisition","cs_plus_s",0,NA
8,103,"acquisition","cs_minus_ns",0,NA
8,104,"acquisition","cs_minus_ns",0,NA
8,105,"acquisition","cs_minus_s",0,NA
8,106,"acquisition","cs_plus_ns",0,NA
8,107,"acquisition","cs_minus_ns",0,NA
8,108,"acquisition","cs_plus_s",0,NA
8,109,"acquisition","cs_minus_ns",0,NA
8,110,"acquisition","cs_plus_ns",0,NA
8,111,"acquisition","cs_minus_s",0,NA
8,112,"acquisition","cs_plus_ns",0,NA
8,113,"test","cs_plus_s",NA,NA
8,114,"test","cs_minus_ns",NA,NA
8,115,"test","cs_minus_s",NA,NA
8,116,"test","cs_plus_ns",NA,NA
8,117,"test","cs_plus_s",NA,NA
8,118,"test","cs_minus_s",NA,NA
8,119,"test","cs_plus_ns",NA,NA
8,120,"test","cs_minus_ns",NA,NA
8,121,"test","cs_plus_s",NA,NA
8,122,"test","cs_minus_ns",NA,NA
8,123,"test","cs_minus_s",NA,NA
8,124,"test","cs_plus_ns",NA,NA
8,125,"test","cs_minus_ns",NA,NA
8,126,"test","cs_plus_ns",NA,NA
8,127,"test","cs_plus_s",NA,NA
8,128,"test","cs_minus_s",NA,NA
8,129,"test","cs_plus_ns",NA,NA
8,130,"test","cs_minus_ns",NA,NA
8,131,"test","cs_plus_s",NA,NA
8,132,"test","cs_minus_s",NA,NA
8,133,"test","cs_plus_s",NA,NA
8,134,"test","cs_plus_ns",NA,NA
8,135,"test","cs_minus_s",NA,NA
8,136,"test","cs_minus_ns",NA,NA
8,137,"test","cs_minus_ns",NA,NA
8,138,"test","cs_minus_s",NA,NA
8,139,"test","cs_plus_s",NA,NA
8,140,"test","cs_plus_ns",NA,NA
8,141,"test","cs_plus_ns",NA,NA
8,142,"test","cs_plus_s",NA,NA
8,143,"test","cs_minus_s",NA,NA
8,144,"test","cs_minus_ns",NA,NA
8,145,"test","cs_minus_s",NA,NA
8,146,"test","cs_minus_ns",NA,NA
8,147,"test","cs_plus_s",NA,NA
8,148,"test","cs_plus_ns",NA,NA
8,149,"test","cs_minus_s",NA,NA
8,150,"test","cs_minus_ns",NA,NA
8,151,"test","cs_plus_s",NA,NA
8,152,"test","cs_plus_ns",NA,NA
9,1,"acquisition","cs_plus_ns",1,"shock"
9,2,"acquisition","cs_plus_ns",1,"shock"
9,3,"acquisition","cs_plus_ns",1,"shock"
9,4,"acquisition","cs_minus_s",1,"reward"
9,5,"acquisition","cs_plus_s",1,"shock"
9,6,"acquisition","cs_minus_s",1,"reward"
9,7,"acquisition","cs_plus_s",1,"shock"
9,8,"acquisition","cs_plus_s",1,"shock"
9,9,"acquisition","cs_plus_s",1,"shock"
9,10,"acquisition","cs_minus_ns",1,"reward"
9,11,"acquisition","cs_minus_ns",1,"reward"
9,12,"acquisition","cs_minus_ns",1,"reward"
9,13,"acquisition","cs_minus_s",1,"reward"
9,14,"acquisition","cs_minus_s",1,"reward"
9,15,"acquisition","cs_plus_ns",1,"shock"
9,16,"acquisition","cs_minus_ns",1,"reward"
9,17,"acquisition","cs_plus_s",1,"shock"
9,18,"acquisition","cs_plus_ns",1,"shock"
9,19,"acquisition","cs_plus_ns",1,"shock"
9,20,"acquisition","cs_plus_s",1,"shock"
9,21,"acquisition","cs_minus_ns",1,"reward"
9,22,"acquisition","cs_plus_ns",1,"shock"
9,23,"acquisition","cs_minus_ns",1,"reward"
9,24,"acquisition","cs_minus_s",1,"reward"
9,25,"acquisition","cs_plus_ns",1,"shock"
9,26,"acquisition","cs_minus_ns",1,"reward"
9,27,"acquisition","cs_plus_s",1,"shock"
9,28,"acquisition","cs_plus_s",1,"shock"
9,29,"acquisition","cs_minus_ns",1,"reward"
9,30,"acquisition","cs_minus_s",1,"reward"
9,31,"acquisition","cs_minus_s",1,"reward"
9,32,"acquisition","cs_minus_s",1,"reward"
9,33,"acquisition","cs_plus_s",1,"shock"
9,34,"acquisition","cs_plus_s",1,"shock"
9,35,"acquisition","cs_minus_ns",1,"reward"
9,36,"acquisition","cs_plus_ns",1,"shock"
9,37,"acquisition","cs_minus_ns",1,"reward"
9,38,"acquisition","cs_minus_ns",1,"reward"
9,39,"acquisition","cs_plus_ns",1,"shock"
9,40,"acquisition","cs_minus_s",1,"reward"
9,41,"acquisition","cs_plus_ns",1,"shock"
9,42,"acquisition","cs_minus_s",1,"reward"
9,43,"acquisition","cs_plus_s",1,"shock"
9,44,"acquisition","cs_minus_ns",1,"reward"
9,45,"acquisition","cs_minus_s",1,"reward"
9,46,"acquisition","cs_plus_s",1,"shock"
9,47,"acquisition","cs_plus_ns",1,"shock"
9,48,"acquisition","cs_minus_s",1,"reward"
9,49,"acquisition","cs_plus_ns",1,"shock"
9,50,"acquisition","cs_plus_ns",1,"shock"
9,51,"acquisition","cs_minus_ns",1,"reward"
9,52,"acquisition","cs_minus_s",1,"reward"
9,53,"acquisition","cs_plus_s",1,"shock"
9,54,"acquisition","cs_plus_ns",1,"shock"
9,55,"acquisition","cs_minus_ns",1,"reward"
9,56,"acquisition","cs_plus_s",1,"shock"
9,57,"acquisition","cs_plus_ns",1,"shock"
9,58,"acquisition","cs_minus_ns",1,"reward"
9,59,"acquisition","cs_minus_ns",1,"reward"
9,60,"acquisition","cs_plus_s",1,"shock"
9,61,"acquisition","cs_plus_s",1,"shock"
9,62,"acquisition","cs_minus_s",1,"reward"
9,63,"acquisition","cs_minus_s",1,"reward"
9,64,"acquisition","cs_minus_s",1,"reward"
9,65,"acquisition","cs_plus_ns",1,"shock"
9,66,"acquisition","cs_minus_s",1,"reward"
9,67,"acquisition","cs_minus_ns",1,"reward"
9,68,"acquisition","cs_minus_s",1,"reward"
9,69,"acquisition","cs_minus_ns",1,"reward"
9,70,"acquisition","cs_plus_ns",1,"shock"
9,71,"acquisition","cs_plus_ns",1,"shock"
9,72,"acquisition","cs_minus_s",1,"reward"
9,73,"acquisition","cs_plus_ns",1,"shock"
9,74,"acquisition","cs_minus_s",1,"reward"
9,75,"acquisition","cs_plus_s",1,"shock"
9,76,"acquisition","cs_minus_ns",1,"reward"
9,77,"acquisition","cs_minus_ns",1,"reward"
9,78,"acquisition","cs_plus_s",1,"shock"
9,79,"acquisition","cs_plus_s",1,"shock"
9,80,"acquisition","cs_plus_s",1,"shock"
9,81,"acquisition","cs_minus_s",1,"reward"
9,82,"acquisition","cs_minus_ns",1,"reward"
9,83,"acquisition","cs_minus_s",1,"reward"
9,84,"acquisition","cs_plus_s",1,"shock"
9,85,"acquisition","cs_plus_s",1,"shock"
9,86,"acquisition","cs_minus_ns",1,"reward"
9,87,"acquisition","cs_plus_s",1,"shock"
9,88,"acquisition","cs_plus_ns",1,"shock"
9,89,"acquisition","cs_plus_ns",1,"shock"
9,90,"acquisition","cs_plus_s",1,"shock"
9,91,"acquisition","cs_minus_ns",1,"reward"
9,92,"acquisition","cs_minus_ns",1,"reward"
9,93,"acquisition","cs_plus_ns",1,"shock"
9,94,"acquisition","cs_minus_s",1,"reward"
9,95,"acquisition","cs_plus_ns",1,"shock"
9,96,"acquisition","cs_minus_s",1,"reward"
9,97,"acquisition","cs_minus_s",1,"reward"
9,98,"acquisition","cs_plus_s",1,"shock"
9,99,"acquisition","cs_plus_ns",1,"shock"
9,100,"acquisition","cs_plus_s",1,"shock"
9,101,"acquisition","cs_minus_s",1,"reward"
9,102,"acquisition","cs_plus_s",1,"shock"
9,103,"acquisition","cs_plus_ns",1,"shock"
9,104,"acquisition","cs_minus_s",1,"reward"
9,105,"acquisition","cs_plus_ns",1,"shock"
9,106,"acquisition","cs_minus_ns",1,"reward"
9,107,"acquisition","cs_minus_s",1,"reward"
9,108,"acquisition","cs_plus_s",1,"shock"
9,109,"acquisition","cs_minus_ns",1,"reward"
9,110,"acquisition","cs_minus_ns",1,"reward"
9,111,"acquisition","cs_minus_ns",1,"reward"
9,112,"acquisition","cs_plus_ns",1,"shock"
9,113,"test","cs_plus_s",NA,NA
9,114,"test","cs_minus_ns",NA,NA
9,115,"test","cs_minus_s",NA,NA
9,116,"test","cs_plus_ns",NA,NA
9,117,"test","cs_minus_s",NA,NA
9,118,"test","cs_plus_ns",NA,NA
9,119,"test","cs_minus_ns",NA,NA
9,120,"test","cs_plus_s",NA,NA
9,121,"test","cs_plus_ns",NA,NA
9,122,"test","cs_plus_s",NA,NA
9,123,"test","cs_minus_ns",NA,NA
9,124,"test","cs_minus_s",NA,NA
9,125,"test","cs_plus_ns",NA,NA
9,126,"test","cs_plus_s",NA,NA
9,127,"test","cs_minus_ns",NA,NA
9,128,"test","cs_minus_s",NA,NA
9,129,"test","cs_plus_ns",NA,NA
9,130,"test","cs_minus_ns",NA,NA
9,131,"test","cs_minus_s",NA,NA
9,132,"test","cs_plus_s",NA,NA
9,133,"test","cs_plus_ns",NA,NA
9,134,"test","cs_minus_s",NA,NA
9,135,"test","cs_plus_s",NA,NA
9,136,"test","cs_minus_ns",NA,NA
9,137,"test","cs_minus_s",NA,NA
9,138,"test","cs_plus_ns",NA,NA
9,139,"test","cs_minus_ns",NA,NA
9,140,"test","cs_plus_s",NA,NA
9,141,"test","cs_minus_ns",NA,NA
9,142,"test","cs_plus_ns",NA,NA
9,143,"test","cs_plus_s",NA,NA
9,144,"test","cs_minus_s",NA,NA
9,145,"test","cs_minus_s",NA,NA
9,146,"test","cs_minus_ns",NA,NA
9,147,"test","cs_plus_ns",NA,NA
9,148,"test","cs_plus_s",NA,NA
9,149,"test","cs_plus_ns",NA,NA
9,150,"test","cs_minus_ns",NA,NA
9,151,"test","cs_plus_s",NA,NA
9,152,"test","cs_minus_s",NA,NA
10,1,"acquisition","cs_plus_ns",1,"shock"
10,2,"acquisition","cs_plus_s",1,"shock"
10,3,"acquisition","cs_minus_ns",1,"reward"
10,4,"acquisition","cs_plus_ns",0,NA
10,5,"acquisition","cs_minus_s",1,"reward"
10,6,"acquisition","cs_minus_ns",1,"reward"
10,7,"acquisition","cs_plus_s",1,"shock"
10,8,"acquisition","cs_plus_s",0,NA
10,9,"acquisition","cs_plus_ns",1,"shock"
10,10,"acquisition","cs_plus_s",1,"shock"
10,11,"acquisition","cs_minus_ns",0,NA
10,12,"acquisition","cs_plus_ns",1,"shock"
10,13,"acquisition","cs_minus_ns",0,NA
10,14,"acquisition","cs_minus_s",0,NA
10,15,"acquisition","cs_minus_s",0,NA
10,16,"acquisition","cs_minus_s",0,NA
10,17,"acquisition","cs_plus_ns",1,"shock"
10,18,"acquisition","cs_plus_s",0,NA
10,19,"acquisition","cs_minus_ns",1,"reward"
10,20,"acquisition","cs_plus_ns",1,"shock"
10,21,"acquisition","cs_plus_s",0,NA
10,22,"acquisition","cs_minus_s",0,NA
10,23,"acquisition","cs_minus_ns",0,NA
10,24,"acquisition","cs_plus_s",0,NA
10,25,"acquisition","cs_minus_s",1,"reward"
10,26,"acquisition","cs_minus_ns",1,"reward"
10,27,"acquisition","cs_minus_s",1,"reward"
10,28,"acquisition","cs_minus_s",1,"reward"
10,29,"acquisition","cs_plus_s",1,"shock"
10,30,"acquisition","cs_minus_ns",1,"reward"
10,31,"acquisition","cs_plus_ns",1,"shock"
10,32,"acquisition","cs_plus_ns",1,"shock"
10,33,"acquisition","cs_minus_s",0,NA
10,34,"acquisition","cs_minus_s",0,NA
10,35,"acquisition","cs_minus_ns",0,NA
10,36,"acquisition","cs_plus_ns",1,"shock"
10,37,"acquisition","cs_plus_ns",1,"shock"
10,38,"acquisition","cs_minus_ns",0,NA
10,39,"acquisition","cs_minus_ns",0,NA
10,40,"acquisition","cs_minus_ns",0,NA
10,41,"acquisition","cs_minus_s",1,"reward"
10,42,"acquisition","cs_plus_s",1,"shock"
10,43,"acquisition","cs_minus_s",1,"reward"
10,44,"acquisition","cs_plus_s",1,"shock"
10,45,"acquisition","cs_plus_s",1,"shock"
10,46,"acquisition","cs_plus_ns",1,"shock"
10,47,"acquisition","cs_plus_s",0,NA
10,48,"acquisition","cs_plus_ns",0,NA
10,49,"acquisition","cs_plus_ns",0,NA
10,50,"acquisition","cs_minus_ns",1,"reward"
10,51,"acquisition","cs_plus_s",1,"shock"
10,52,"acquisition","cs_minus_s",1,"reward"
10,53,"acquisition","cs_minus_ns",1,"reward"
10,54,"acquisition","cs_minus_ns",1,"reward"
10,55,"acquisition","cs_minus_s",1,"reward"
10,56,"acquisition","cs_plus_ns",1,"shock"
10,57,"acquisition","cs_plus_s",1,"shock"
10,58,"acquisition","cs_plus_ns",1,"shock"
10,59,"acquisition","cs_plus_s",1,"shock"
10,60,"acquisition","cs_minus_s",1,"reward"
10,61,"acquisition","cs_plus_ns",1,"shock"
10,62,"acquisition","cs_minus_s",1,"reward"
10,63,"acquisition","cs_minus_ns",0,NA
10,64,"acquisition","cs_plus_s",1,"shock"
10,65,"acquisition","cs_plus_s",1,"shock"
10,66,"acquisition","cs_plus_s",1,"shock"
10,67,"acquisition","cs_minus_s",1,"reward"
10,68,"acquisition","cs_plus_s",1,"shock"
10,69,"acquisition","cs_minus_ns",1,"reward"
10,70,"acquisition","cs_minus_ns",1,"reward"
10,71,"acquisition","cs_minus_s",1,"reward"
10,72,"acquisition","cs_plus_ns",1,"shock"
10,73,"acquisition","cs_plus_s",1,"shock"
10,74,"acquisition","cs_minus_ns",1,"reward"
10,75,"acquisition","cs_minus_s",1,"reward"
10,76,"acquisition","cs_plus_ns",1,"shock"
10,77,"acquisition","cs_plus_ns",1,"shock"
10,78,"acquisition","cs_minus_s",1,"reward"
10,79,"acquisition","cs_minus_ns",1,"reward"
10,80,"acquisition","cs_plus_ns",1,"shock"
10,81,"acquisition","cs_plus_ns",1,"shock"
10,82,"acquisition","cs_plus_s",1,"shock"
10,83,"acquisition","cs_plus_ns",1,"shock"
10,84,"acquisition","cs_minus_s",1,"reward"
10,85,"acquisition","cs_minus_ns",1,"reward"
10,86,"acquisition","cs_plus_s",1,"shock"
10,87,"acquisition","cs_plus_s",1,"shock"
10,88,"acquisition","cs_minus_ns",1,"reward"
10,89,"acquisition","cs_plus_ns",1,"shock"
10,90,"acquisition","cs_plus_s",1,"shock"
10,91,"acquisition","cs_minus_s",1,"reward"
10,92,"acquisition","cs_minus_s",1,"reward"
10,93,"acquisition","cs_minus_s",1,"reward"
10,94,"acquisition","cs_minus_ns",1,"reward"
10,95,"acquisition","cs_minus_ns",1,"reward"
10,96,"acquisition","cs_plus_ns",1,"shock"
10,97,"acquisition","cs_minus_s",1,"reward"
10,98,"acquisition","cs_minus_ns",1,"reward"
10,99,"acquisition","cs_plus_s",1,"shock"
10,100,"acquisition","cs_plus_ns",1,"shock"
10,101,"acquisition","cs_plus_ns",1,"shock"
10,102,"acquisition","cs_plus_ns",1,"shock"
10,103,"acquisition","cs_plus_s",1,"shock"
10,104,"acquisition","cs_plus_s",1,"shock"
10,105,"acquisition","cs_plus_ns",1,"shock"
10,106,"acquisition","cs_minus_ns",1,"reward"
10,107,"acquisition","cs_minus_s",1,"reward"
10,108,"acquisition","cs_plus_s",1,"shock"
10,109,"acquisition","cs_minus_ns",1,"reward"
10,110,"acquisition","cs_minus_s",1,"reward"
10,111,"acquisition","cs_minus_s",1,"reward"
10,112,"acquisition","cs_minus_ns",1,"reward"
10,113,"test","cs_plus_s",NA,NA
10,114,"test","cs_minus_ns",NA,NA
10,115,"test","cs_minus_s",NA,NA
10,116,"test","cs_plus_ns",NA,NA
10,117,"test","cs_minus_ns",NA,NA
10,118,"test","cs_plus_ns",NA,NA
10,119,"test","cs_minus_s",NA,NA
10,120,"test","cs_plus_s",NA,NA
10,121,"test","cs_minus_s",NA,NA
10,122,"test","cs_plus_ns",NA,NA
10,123,"test","cs_plus_s",NA,NA
10,124,"test","cs_minus_ns",NA,NA
10,125,"test","cs_plus_ns",NA,NA
10,126,"test","cs_plus_s",NA,NA
10,127,"test","cs_minus_s",NA,NA
10,128,"test","cs_minus_ns",NA,NA
10,129,"test","cs_plus_s",NA,NA
10,130,"test","cs_minus_s",NA,NA
10,131,"test","cs_minus_ns",NA,NA
10,132,"test","cs_plus_ns",NA,NA
10,133,"test","cs_minus_ns",NA,NA
10,134,"test","cs_minus_s",NA,NA
10,135,"test","cs_plus_ns",NA,NA
10,136,"test","cs_plus_s",NA,NA
10,137,"test","cs_minus_ns",NA,NA
10,138,"test","cs_plus_ns",NA,NA
10,139,"test","cs_minus_s",NA,NA
10,140,"test","cs_plus_s",NA,NA
10,141,"test","cs_plus_s",NA,NA
10,142,"test","cs_minus_ns",NA,NA
10,143,"test","cs_minus_s",NA,NA
10,144,"test","cs_plus_ns",NA,NA
10,145,"test","cs_plus_ns",NA,NA
10,146,"test","cs_plus_s",NA,NA
10,147,"test","cs_minus_ns",NA,NA
10,148,"test","cs_minus_s",NA,NA
10,149,"test","cs_minus_ns",NA,NA
10,150,"test","cs_plus_ns",NA,NA
10,151,"test","cs_minus_s",NA,NA
10,152,"test","cs_plus_s",NA,NA
11,1,"acquisition","cs_minus_s",1,"reward"
11,2,"acquisition","cs_minus_ns",1,"reward"
11,3,"acquisition","cs_plus_s",1,"shock"
11,4,"acquisition","cs_minus_ns",1,"reward"
11,5,"acquisition","cs_plus_ns",1,"shock"
11,6,"acquisition","cs_plus_s",1,"shock"
11,7,"acquisition","cs_plus_ns",1,"shock"
11,8,"acquisition","cs_plus_ns",1,"shock"
11,9,"acquisition","cs_minus_ns",1,"reward"
11,10,"acquisition","cs_plus_ns",1,"shock"
11,11,"acquisition","cs_minus_s",1,"reward"
11,12,"acquisition","cs_plus_s",1,"shock"
11,13,"acquisition","cs_plus_s",1,"shock"
11,14,"acquisition","cs_minus_ns",1,"reward"
11,15,"acquisition","cs_minus_s",1,"reward"
11,16,"acquisition","cs_minus_s",1,"reward"
11,17,"acquisition","cs_minus_ns",1,"reward"
11,18,"acquisition","cs_plus_s",1,"shock"
11,19,"acquisition","cs_plus_ns",1,"shock"
11,20,"acquisition","cs_minus_s",1,"reward"
11,21,"acquisition","cs_plus_s",1,"shock"
11,22,"acquisition","cs_minus_ns",1,"reward"
11,23,"acquisition","cs_plus_s",1,"shock"
11,24,"acquisition","cs_minus_s",1,"reward"
11,25,"acquisition","cs_plus_ns",1,"shock"
11,26,"acquisition","cs_plus_ns",1,"shock"
11,27,"acquisition","cs_minus_ns",1,"reward"
11,28,"acquisition","cs_minus_s",1,"reward"
11,29,"acquisition","cs_plus_ns",1,"shock"
11,30,"acquisition","cs_minus_ns",1,"reward"
11,31,"acquisition","cs_minus_s",1,"reward"
11,32,"acquisition","cs_plus_s",1,"shock"
11,33,"acquisition","cs_minus_ns",0,NA
11,34,"acquisition","cs_plus_s",0,NA
11,35,"acquisition","cs_plus_ns",0,NA
11,36,"acquisition","cs_minus_ns",1,"reward"
11,37,"acquisition","cs_plus_ns",1,"shock"
