"subject","trial","phase","condition","look","outcome"
11,38,"acquisition","cs_minus_ns",1,"reward"
11,39,"acquisition","cs_minus_s",1,"reward"
11,40,"acquisition","cs_plus_ns",1,"shock"
11,41,"acquisition","cs_plus_s",1,"shock"
11,42,"acquisition","cs_plus_s",1,"shock"
11,43,"acquisition","cs_minus_s",1,"reward"
11,44,"acquisition","cs_minus_ns",1,"reward"
11,45,"acquisition","cs_plus_s",1,"shock"
11,46,"acquisition","cs_plus_ns",1,"shock"
11,47,"acquisition","cs_minus_s",1,"reward"
11,48,"acquisition","cs_minus_s",1,"reward"
11,49,"acquisition","cs_minus_s",1,"reward"
11,50,"acquisition","cs_plus_s",1,"shock"
11,51,"acquisition","cs_minus_ns",1,"reward"
11,52,"acquisition","cs_plus_ns",1,"shock"
11,53,"acquisition","cs_plus_ns",1,"shock"
11,54,"acquisition","cs_plus_s",1,"shock"
11,55,"acquisition","cs_minus_ns",1,"reward"
11,56,"acquisition","cs_minus_ns",1,"reward"
11,57,"acquisition","cs_plus_s",1,"shock"
11,58,"acquisition","cs_minus_s",1,"reward"
11,59,"acquisition","cs_minus_s",1,"reward"
11,60,"acquisition","cs_plus_ns",1,"shock"
11,61,"acquisition","cs_minus_ns",1,"reward"
11,62,"acquisition","cs_plus_ns",1,"shock"
11,63,"acquisition","cs_minus_s",1,"reward"
11,64,"acquisition","cs_plus_s",1,"shock"
11,65,"acquisition","cs_plus_ns",1,"shock"
11,66,"acquisition","cs_plus_s",1,"shock"
11,67,"acquisition","cs_plus_s",1,"shock"
11,68,"acquisition","cs_plus_ns",1,"shock"
11,69,"acquisition","cs_minus_ns",1,"reward"
11,70,"acquisition","cs_minus_s",1,"reward"
11,71,"acquisition","cs_plus_ns",1,"shock"
11,72,"acquisition","cs_plus_ns",1,"shock"
11,73,"acquisition","cs_minus_s",1,"reward"
11,74,"acquisition","cs_minus_ns",1,"reward"
11,75,"acquisition","cs_plus_s",1,"shock"
11,76,"acquisition","cs_minus_ns",1,"reward"
11,77,"acquisition","cs_plus_s",1,"shock"
11,78,"acquisition","cs_minus_s",0,NA
11,79,"acquisition","cs_minus_s",1,"reward"
11,80,"acquisition","cs_minus_ns",1,"reward"
11,81,"acquisition","cs_plus_ns",1,"shock"
11,82,"acquisition","cs_plus_ns",1,"shock"
11,83,"acquisition","cs_plus_s",1,"shock"
11,84,"acquisition","cs_plus_s",1,"shock"
11,85,"acquisition","cs_minus_s",1,"reward"
11,86,"acquisition","cs_minus_ns",1,"reward"
11,87,"acquisition","cs_minus_s",1,"reward"
11,88,"acquisition","cs_minus_ns",1,"reward"
11,89,"acquisition","cs_plus_s",1,"shock"
11,90,"acquisition","cs_plus_s",1,"shock"
11,91,"acquisition","cs_minus_s",1,"reward"
11,92,"acquisition","cs_plus_ns",1,"shock"
11,93,"acquisition","cs_minus_ns",0,NA
11,94,"acquisition","cs_minus_s",1,"reward"
11,95,"acquisition","cs_minus_ns",1,"reward"
11,96,"acquisition","cs_plus_ns",1,"shock"
11,97,"acquisition","cs_minus_s",1,"reward"
11,98,"acquisition","cs_minus_s",1,"reward"
11,99,"acquisition","cs_plus_s",1,"shock"
11,100,"acquisition","cs_minus_s",1,"reward"
11,101,"acquisition","cs_minus_ns",1,"reward"
11,102,"acquisition","cs_minus_ns",1,"reward"
11,103,"acquisition","cs_plus_ns",1,"shock"
11,104,"acquisition","cs_minus_s",1,"reward"
11,105,"acquisition","cs_plus_s",1,"shock"
11,106,"acquisition","cs_plus_ns",1,"shock"
11,107,"acquisition","cs_plus_s",1,"shock"
11,108,"acquisition","cs_minus_ns",1,"reward"
11,109,"acquisition","cs_plus_s",1,"shock"
11,110,"acquisition","cs_minus_ns",1,"reward"
11,111,"acquisition","cs_plus_ns",1,"shock"
11,112,"acquisition","cs_plus_ns",1,"shock"
11,113,"test","cs_plus_ns",NA,NA
11,114,"test","cs_plus_s",NA,NA
11,115,"test","cs_minus_ns",NA,NA
11,116,"test","cs_minus_s",NA,NA
11,117,"test","cs_minus_ns",NA,NA
11,118,"test","cs_plus_ns",NA,NA
11,119,"test","cs_plus_s",NA,NA
11,120,"test","cs_minus_s",NA,NA
11,121,"test","cs_minus_ns",NA,NA
11,122,"test","cs_minus_s",NA,NA
11,123,"test","cs_plus_s",NA,NA
11,124,"test","cs_plus_ns",NA,NA
11,125,"test","cs_minus_s",NA,NA
11,126,"test","cs_plus_ns",NA,NA
11,127,"test","cs_plus_s",NA,NA
11,128,"test","cs_minus_ns",NA,NA
11,129,"test","cs_plus_ns",NA,NA
11,130,"test","cs_plus_s",NA,NA
11,131,"test","cs_minus_ns",NA,NA
11,132,"test","cs_minus_s",NA,NA
11,133,"test","cs_minus_ns",NA,NA
11,134,"test","cs_minus_s",NA,NA
11,135,"test","cs_plus_ns",NA,NA
11,136,"test","cs_plus_s",NA,NA
11,137,"test","cs_minus_s",NA,NA
11,138,"test","cs_plus_ns",NA,NA
11,139,"test","cs_minus_ns",NA,NA
11,140,"test","cs_plus_s",NA,NA
11,141,"test","cs_minus_ns",NA,NA
11,142,"test","cs_minus_s",NA,NA
11,143,"test","cs_plus_s",NA,NA
11,144,"test","cs_plus_ns",NA,NA
11,145,"test","cs_plus_s",NA,NA
11,146,"test","cs_plus_ns",NA,NA
11,147,"test","cs_minus_ns",NA,NA
11,148,"test","cs_minus_s",NA,NA
11,149,"test","cs_plus_s",NA,NA
11,150,"test","cs_minus_ns",NA,NA
11,151,"test","cs_plus_ns",NA,NA
11,152,"test","cs_minus_s",NA,NA
12,1,"acquisition","cs_minus_ns",1,"reward"
12,2,"acquisition","cs_minus_s",1,"reward"
12,3,"acquisition","cs_plus_s",1,"shock"
12,4,"acquisition","cs_plus_s",1,"shock"
12,5,"acquisition","cs_minus_s",1,"reward"
12,6,"acquisition","cs_plus_s",0,NA
12,7,"acquisition","cs_plus_ns",1,"shock"
12,8,"acquisition","cs_plus_ns",1,"shock"
12,9,"acquisition","cs_plus_ns",1,"shock"
12,10,"acquisition","cs_minus_ns",0,NA
12,11,"acquisition","cs_plus_ns",1,"shock"
12,12,"acquisition","cs_minus_ns",1,"reward"
12,13,"acquisition","cs_minus_s",1,"reward"
12,14,"acquisition","cs_minus_s",1,"reward"
12,15,"acquisition","cs_minus_ns",0,NA
12,16,"acquisition","cs_plus_s",1,"shock"
12,17,"acquisition","cs_minus_s",1,"reward"
12,18,"acquisition","cs_plus_ns",1,"shock"
12,19,"acquisition","cs_plus_ns",0,NA
12,20,"acquisition","cs_minus_ns",0,NA
12,21,"acquisition","cs_minus_ns",1,"reward"
12,22,"acquisition","cs_minus_ns",0,NA
12,23,"acquisition","cs_minus_s",0,NA
12,24,"acquisition","cs_minus_s",1,"reward"
12,25,"acquisition","cs_plus_ns",1,"shock"
12,26,"acquisition","cs_plus_s",1,"shock"
12,27,"acquisition","cs_minus_s",1,"reward"
12,28,"acquisition","cs_plus_s",1,"shock"
12,29,"acquisition","cs_plus_s",0,NA
12,30,"acquisition","cs_plus_ns",1,"shock"
12,31,"acquisition","cs_plus_s",0,NA
12,32,"acquisition","cs_minus_ns",0,NA
12,33,"acquisition","cs_minus_s",1,"reward"
12,34,"acquisition","cs_plus_s",0,NA
12,35,"acquisition","cs_minus_ns",1,"reward"
12,36,"acquisition","cs_plus_s",1,"shock"
12,37,"acquisition","cs_plus_ns",0,NA
12,38,"acquisition","cs_minus_s",0,NA
12,39,"acquisition","cs_minus_ns",0,NA
12,40,"acquisition","cs_plus_ns",0,NA
12,41,"acquisition","cs_minus_s",1,"reward"
12,42,"acquisition","cs_plus_s",0,NA
12,43,"acquisition","cs_minus_s",1,"reward"
12,44,"acquisition","cs_plus_ns",1,"shock"
