posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.808402800001204,None,None,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.553807399934158,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.99678110005334,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.712883499916643,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4670617000665516,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.3853426000569016,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.9230320998467505,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.3066259999759495,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.960725300014019,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.1963702000211924,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.746622399892658,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.9255240000784397,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.9001305000856519,,,,,,,,,,,,,,,,,,,,38,C,2023-12-20_09h51.36.095,gca_avoidance_task,2022.2.4,144.0052760984392,
