posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textPainThreshold.started,spacePainThreshold.started,spacePainThreshold.keys,spacePainThreshold.rt,textRateT.started,text_noPainT.started,text_slightPainT.started,text_highPainT.started,sliderPainT.started,keys_PainT.started,sliderPainT.response,sliderPainT.rt,keys_PainT.keys,keys_PainT.rt,fixcrossT.started,portShock1T.started,portShock1T.stopped,portShock2T.started,portShock2T.stopped,portShock3T.started,portShock3T.stopped,fixcrossT.stopped,text_ETCalibration.started,spaceETCalibration.started,spaceETCalibration.keys,spaceETCalibration.rt,textStartExp.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,imageRating.started,sliderStim.started,spaceStim.started,sliderStim.response,sliderStim.rt,spaceStim.keys,spaceStim.rt,textStartTask.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,blankScreen.started,blankScreen.stopped,fixcross.started,image.started,roi.started,gazeCursor.started,portImage.started,portImage.stopped,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,gazeCursor_Feedback.started,soundFeedback.started,portShock1.started,portShock1.stopped,portShock2.started,portShock2.stopped,portShock3.started,portShock3.stopped,soundFeedback.stopped,fixcrossE.started,fixcrossE.stopped,textRepeatTask.started,textboxRepeatInstruction.started,textRepeatSpace.started,spaceRepeatTask.started,spaceRepeatTask.keys,spaceRepeatTask.rt,textRate.started,text_noPain.started,text_slightPain.started,text_highPain.started,sliderPain.started,textSpacePain.started,spacePain.started,sliderPain.response,sliderPain.rt,spacePain.keys,spacePain.rt,textTestInstr.started,spaceTestInstr.started,spaceTestInstr.keys,spaceTestInstr.rt,imageTest.started,roiTest.started,portTestImage.started,portTestImage.stopped,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.94242400000803,24.94242400000803,space,2.950047699996503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.900573200007784,27.900573200007784,space,1.455541200004518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.400520900002448,30.400520900002448,30.400520900002448,30.400520900002448,30.400520900002448,30.400520900002448,None,None,s,19.41258280001057,50.406638800006476,0.10216169999330305,0.10911279999709222,0.15077979999477975,0.15771719999611378,0.1993637999985367,0.2063138999947114,51.17048520001117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17048520001117,51.17048520001117,51.17048520001117,51.17048520001117,51.17048520001117,51.17048520001117,0.0,7.028291299997363,s,10.201785800003563,61.98950860000332,0.10339299999759533,0.1104124999983469,0.15205309999873862,0.15900210000108927,0.20067330000165384,0.20760949999385048,62.74643550001201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.74643550001201,62.74643550001201,62.74643550001201,62.74643550001201,62.74643550001201,62.74643550001201,1.0,1.9824407999985851,s,8.906187699991278,72.16268890000356,0.09993799999938346,0.10693620001256932,0.15549499999906402,0.16249620000598952,0.20412010001018643,0.21107070001016837,72.98212050000438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.98212050000438,72.98212050000438,72.98212050000438,72.98212050000438,72.98212050000438,72.98212050000438,3.0,2.2644890999945346,s,8.071380300010787,81.57205919999979,0.10145529999863356,0.10840109999116976,0.15005599999858532,0.1570200999994995,0.20559959999809507,0.21256839999114163,82.4192550000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4192550000007,82.4192550000007,82.4192550000007,82.4192550000007,82.4192550000007,82.4192550000007,5.0,3.6370740000129445,s,14.634069799998542,97.7033541000128,0.10329149999597576,0.11021879999316297,0.15187519999744836,0.15889819999574684,0.20048869999300223,0.20743569999467582,98.46025260000897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.46025260000897,98.46025260000897,98.46025260000897,98.46025260000897,98.46025260000897,98.46025260000897,6.0,4.087055899988627,s,10.009040599994478,109.00846530000854,0.10161100000550505,0.10850560000108089,0.15017590000934433,0.15711600000213366,0.20574340000166558,0.21267320000333712,109.77231390000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.77231390000088,109.77231390000088,109.77231390000088,109.77231390000088,109.77231390000088,109.77231390000088,6.0,2.0618990999937523,s,7.503839199998765,117.85536140001204,0.10085859999526292,0.10781709999719169,0.1494334000017261,0.156373399993754,0.20506540000496898,0.2119518999970751,118.61914230001275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.61914230001275,118.61914230001275,118.61914230001275,118.61914230001275,118.61914230001275,118.61914230001275,7.0,1.58611689999816,s,8.425923699993291,127.55633840001246,0.10378390000551008,0.11073210000176914,0.15239309999742545,0.1593429000058677,0.2010253000044031,0.20799450000049546,128.3201931000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h02.10.319,gca_avoidance_task,2022.2.4,143.97811534755257,
