posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.23329750006087,None,None,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,47.214660099940374,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.7175355999497697,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0512634000042453,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.029115300043486,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.1754549000179395,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.8285175000783056,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.4035635000327602,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.436175400041975,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.8019084999104962,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.8853470999747515,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.483126200037077,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.1356433000182733,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.9295038999989629,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0026226000627503,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.5505812999326736,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.353826000005938,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.362669699941762,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.6961267999140546,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.9952469000127167,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.6415889000054449,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3648654000135139,,,,,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_minus_s,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,375.7039405000396,415.7174243000336,8.0,6.1340853000292554,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_plus_ns,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,423.28659490006976,8.0,6.264383299974725,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_minus_ns,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,430.6196028999984,6.0,4.194823400001042,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_plus_s,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,436.0638552000746,6.0,3.5704874999355525,,,,,,,,,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,"(-0.7, 0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,440.4594905000413,458.0074004000053,0,shock,1,0.3056753999553621,0.3056792999850586,458.3199539000634,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,"(0.7, 0.5)",cs_minus_ns,,,,,0,0,0,0,,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,468.04174180002883,5,reward,1,0.5910056000575423,0.5910093999700621,468.64584230002947,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,"(0.7, -0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,477.5274367000675,5,shock,1,0.3750542000634596,0.37505800009239465,477.90938680002,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,"(-0.7, -0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,487.2076372000156,5,shock,1,0.4030034999595955,0.403007399989292,487.617360400036,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,"(0.7, -0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,497.7627516000066,5,none,0,,,502.7695234999992,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,,"(-0.7, -0.5)",cs_minus_ns,,,,,0,0,0,0,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,512.5608266000636,10,reward,1,0.28479320008773357,0.2847970000002533,512.8524547000416,,,,,,,,29,A,2023-12-14_15h17.54.253,gca_avoidance_task,2022.2.4,143.96650756436378,
