posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textPainThreshold.started,spacePainThreshold.started,spacePainThreshold.keys,spacePainThreshold.rt,textRateT.started,text_noPainT.started,text_slightPainT.started,text_highPainT.started,sliderPainT.started,keys_PainT.started,sliderPainT.response,sliderPainT.rt,keys_PainT.keys,keys_PainT.rt,fixcrossT.started,portShock1T.started,portShock1T.stopped,portShock2T.started,portShock2T.stopped,portShock3T.started,portShock3T.stopped,fixcrossT.stopped,text_ETCalibration.started,spaceETCalibration.started,spaceETCalibration.keys,spaceETCalibration.rt,textStartExp.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,imageRating.started,sliderStim.started,spaceStim.started,sliderStim.response,sliderStim.rt,spaceStim.keys,spaceStim.rt,textStartTask.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,blankScreen.started,blankScreen.stopped,fixcross.started,image.started,roi.started,gazeCursor.started,portImage.started,portImage.stopped,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,gazeCursor_Feedback.started,soundFeedback.started,portShock1.started,portShock1.stopped,portShock2.started,portShock2.stopped,portShock3.started,portShock3.stopped,soundFeedback.stopped,fixcrossE.started,fixcrossE.stopped,textRepeatTask.started,textboxRepeatInstruction.started,textRepeatSpace.started,spaceRepeatTask.started,spaceRepeatTask.keys,spaceRepeatTask.rt,textRate.started,text_noPain.started,text_slightPain.started,text_highPain.started,sliderPain.started,textSpacePain.started,spacePain.started,sliderPain.response,sliderPain.rt,spacePain.keys,spacePain.rt,textTestInstr.started,spaceTestInstr.started,spaceTestInstr.keys,spaceTestInstr.rt,imageTest.started,roiTest.started,portTestImage.started,portTestImage.stopped,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.62489460001234,15.62489460001234,space,1.5780454999767244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.215098799963016,17.215098799963016,space,0.7711402000277303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06921919999877,19.06921919999877,19.06921919999877,19.06921919999877,19.06921919999877,19.06921919999877,None,None,s,14.885514099965803,34.56162970000878,0.10485890001291409,0.11177909997059032,0.15341759996954352,0.16039849998196587,0.20202979998430237,0.20900500001152977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.34631609998178,35.34631609998178,35.34631609998178,35.34631609998178,35.34631609998178,35.34631609998178,0.0,9.19622010004241,s,13.344149200012907,49.248570600000676,0.10486769996350631,0.11180189996957779,0.15344339999137446,0.1603816999704577,0.20209959999192506,0.20902939996449277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.01238039997406,50.01238039997406,50.01238039997406,50.01238039997406,50.01238039997406,50.01238039997406,1.0,2.9720839000074193,s,7.365992700040806,57.88016299996525,0.09939600003417581,0.10632570000598207,0.15490770002361387,0.16186769999330863,0.203485100006219,0.21049790002871305,58.643959200009704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.643959200009704,58.643959200009704,58.643959200009704,58.643959200009704,58.643959200009704,58.643959200009704,0.0,3.5962852999800816,s,10.350784099951852,69.50463489996037,0.10131709999404848,0.10826429998269305,0.1500009999726899,0.1569263999699615,0.2055574999540113,0.21248009998816997,70.2684895999846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2684895999846,70.2684895999846,70.2684895999846,70.2684895999846,70.2684895999846,70.2684895999846,1.0,4.095092200033832,s,8.742579200014006,79.51814130001003,0.10226370004238561,0.10929270001361147,0.15089910000097007,0.15788150002481416,0.19953119999263436,0.20650840003509074,80.28197369998088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.28197369998088,80.28197369998088,80.28197369998088,80.28197369998088,80.28197369998088,80.28197369998088,2.0,2.314666699967347,s,7.6492354000220075,88.44138699996984,0.1031939999666065,0.11012119997758418,0.15177129994845018,0.15872680000029504,0.20041629998013377,0.207401099964045,89.2121931000147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2121931000147,89.2121931000147,89.2121931000147,89.2121931000147,89.2121931000147,89.2121931000147,2.0,5.19626190001145,s,11.598873700015247,101.32974089996424,0.09956760000204667,0.10657750000245869,0.15512690000468865,0.16210959997260943,0.20373740000650287,0.21069859998533502,102.10050969995791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.10050969995791,102.10050969995791,102.10050969995791,102.10050969995791,102.10050969995791,102.10050969995791,3.0,2.4947504000156187,s,6.782090299995616,109.40582589997211,0.0995573999825865,0.10647030000109226,0.1550452999654226,0.1620280999923125,0.20367529999930412,0.21061279997229576,110.16274110000813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,A,2023-12-11_08h44.26.240,gca_avoidance_task,2022.2.4,143.87143653709293,
