posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.371756999986246,None,None,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.376583799952641,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.367311800015159,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.9564616000279784,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.584921299945563,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.369171899976209,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.6242055000038818,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.569753900053911,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.340431099990383,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.5500694999936968,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.5266148999799043,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.088082299917005,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.4208771999692544,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.432286800001748,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.7128540999256074,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.2373295999132097,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.6278410999802873,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.258126800064929,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.23567369999364,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.8405411000130698,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.549166899989359,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.515434200060554,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.8150316999526694,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.031399799976498,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.9681800999678671,,,,,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_plus_ns,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,376.731483999989,387.30823109997436,2.0,7.827228600042872,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_plus_s,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,396.3495285999961,3.0,7.229207600001246,,,,,,,,,,,,,,,,25,C,2023-12-13_17h29.30.859,gca_avoidance_task,2022.2.4,144.01792719300497,
