posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textPainThreshold.started,spacePainThreshold.started,spacePainThreshold.keys,spacePainThreshold.rt,textRateT.started,text_noPainT.started,text_slightPainT.started,text_highPainT.started,sliderPainT.started,keys_PainT.started,sliderPainT.response,sliderPainT.rt,keys_PainT.keys,keys_PainT.rt,fixcrossT.started,portShock1T.started,portShock1T.stopped,portShock2T.started,portShock2T.stopped,portShock3T.started,portShock3T.stopped,fixcrossT.stopped,text_ETCalibration.started,spaceETCalibration.started,spaceETCalibration.keys,spaceETCalibration.rt,textStartExp.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,imageRating.started,sliderStim.started,spaceStim.started,sliderStim.response,sliderStim.rt,spaceStim.keys,spaceStim.rt,textStartTask.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,blankScreen.started,blankScreen.stopped,fixcross.started,image.started,roi.started,gazeCursor.started,portImage.started,portImage.stopped,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,gazeCursor_Feedback.started,soundFeedback.started,portShock1.started,portShock1.stopped,portShock2.started,portShock2.stopped,portShock3.started,portShock3.stopped,soundFeedback.stopped,fixcrossE.started,fixcrossE.stopped,textRepeatTask.started,textboxRepeatInstruction.started,textRepeatSpace.started,spaceRepeatTask.started,spaceRepeatTask.keys,spaceRepeatTask.rt,textRate.started,text_noPain.started,text_slightPain.started,text_highPain.started,sliderPain.started,textSpacePain.started,spacePain.started,sliderPain.response,sliderPain.rt,spacePain.keys,spacePain.rt,textTestInstr.started,spaceTestInstr.started,spaceTestInstr.keys,spaceTestInstr.rt,imageTest.started,roiTest.started,portTestImage.started,portTestImage.stopped,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.139733099997102,14.139733099997102,space,7.663336100002198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81305589999829,21.81305589999829,space,1.8378999000015028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.722618599997077,24.722618599997077,24.722618599997077,24.722618599997077,24.722618599997077,24.722618599997077,None,None,s,4.231289800001832,29.54185829999915,0.09980139999970561,0.10674110000036308,0.15534950000073877,0.16231530000004568,0.20397310000043944,0.21089299999948707,30.298821500000486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.298821500000486,30.298821500000486,30.298821500000486,30.298821500000486,30.298821500000486,30.298821500000486,0.0,2.6425419000006514,s,11.59179850000146,42.388584000000264,0.1015854000033869,0.10856370000328752,0.1501672000013059,0.1571371000027284,0.20575270000335877,0.2126776000004611,43.14547699999821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.14547699999821,43.14547699999821,43.14547699999821,43.14547699999821,43.14547699999821,43.14547699999821,1.0,1.3428628000001481,s,5.865401600000041,49.61052439999912,0.10105029999976978,0.10805090000212658,0.14966049999929965,0.15663069999936852,0.2052782999999181,0.2121660000011616,50.374348699999246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.374348699999246,50.374348699999246,50.374348699999246,50.374348699999246,50.374348699999246,50.374348699999246,2.0,1.650072700002056,s,6.115591900001164,56.999101899997186,0.10473509999792441,0.11166409999714233,0.15334539999821573,0.16024199999810662,0.20196629999918514,0.20889460000034887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.81158180000057,57.81158180000057,57.81158180000057,57.81158180000057,57.81158180000057,57.81158180000057,3.0,1.8109050000020943,s,5.751220300000568,64.06824779999806,0.09928069999659783,0.10623469999700319,0.15487729999949806,0.16179409999676864,0.20347359999868786,0.21044809999875724,64.83211789999768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.83211789999768,64.83211789999768,64.83211789999768,64.83211789999768,64.83211789999768,64.83211789999768,4.0,2.7435779999977967,s,6.513861400002497,71.98463389999961,0.10239119999823743,0.10934890000135056,0.1510121999999683,0.15797770000062883,0.19956969999839203,0.20656429999871762,72.7484764999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7484764999972,72.7484764999972,72.7484764999972,72.7484764999972,72.7484764999972,72.7484764999972,6.0,0.9798936000006506,s,8.653668000002654,81.91478809999899,0.10032919999866863,0.10732749999806401,0.15583200000037323,0.16280489999917336,0.20442829999956302,0.2113881000004767,82.67169619999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.67169619999913,82.67169619999913,82.67169619999913,82.67169619999913,82.67169619999913,82.67169619999913,5.0,1.3232202999970468,s,7.122930599998654,90.29638630000045,0.09946750000017346,0.10641390000091633,0.1550334000021394,0.16197599999941303,0.20364970000082394,0.2105879000009736,91.0533319999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0533319999995,91.0533319999995,91.0533319999995,91.0533319999995,91.0533319999995,91.0533319999995,6.0,1.0841307999980927,s,4.749329900001612,96.30306389999896,0.10464299999875948,0.11159960000077263,0.15321440000116127,0.16019840000080876,0.20184320000043954,0.2087667000014335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.06000249999852,97.06000249999852,97.06000249999852,97.06000249999852,97.06000249999852,97.06000249999852,6.0,1.631265700001677,s,4.613911500004178,102.1778462000002,0.10135719999743742,0.10831409999809694,0.1499588999977277,0.1569612999992387,0.20553169999766396,0.21249489999900106,103.05975449999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.05975449999823,103.05975449999823,103.05975449999823,103.05975449999823,103.05975449999823,103.05975449999823,7.0,0.5051276999984111,s,11.974975000000995,115.53841889999967,0.10018270000000484,0.1071302000018477,0.15569529999993392,0.16265470000143978,0.20430470000064815,0.21129410000139615,116.2952906999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2952906999999,116.2952906999999,116.2952906999999,116.2952906999999,116.2952906999999,116.2952906999999,6.0,1.690159500001755,g,32.330579400000715,149.28016209999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.28016209999987,149.28016209999987,space,10.105907900000602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_minus_s,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.7198755999998,271.7198755999998,space,14.210768400000234,285.9760749999987,285.9760749999987,292.5660647000004,7.0,6.584693699998752,space,2.3406217000010656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,C,2023-12-07_14h52.31.762,gca_avoidance_task,2022.2.4,143.94350505194188,
