posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16939579998143,None,None,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.933036299888045,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.629051200114191,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.972502199932933,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.844640900148079,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.857408500043675,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.170363000128418,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.1540139000862837,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.735853700200096,,,,,,,,,,,,,,,,,,,,37,B,2023-12-19_14h55.48.013,gca_avoidance_task,2022.2.4,143.93832526573823,
