posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14718970004469,None,None,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.367204800015315,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.1570590999908745,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0994300998281687,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.219124200055376,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.6613539999816567,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.5652006999589503,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.7150263001676649,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.9377901998814195,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.875962199876085,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.4357171999290586,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.333622899837792,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.6863003000617027,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.8376875000540167,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.336166099878028,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.9286078000441194,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.7044615000486374,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.741767799947411,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.8687881999649107,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.9622355999890715,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.5626006999518722,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.512180299963802,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.08086089999415,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.4586566998623312,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.1397528999950737,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.3362898000050336,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.1930902998428792,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.07640100014396,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.7643776000477374,,,,,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_plus_s,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,420.4247057000175,516.7519088999834,6.0,8.674596100114286,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_minus_ns,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,526.6959444000386,4.0,4.885390899842605,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_plus_ns,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,533.5290349000134,5.0,3.5827993999700993,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_minus_s,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,538.54267539992,7.0,4.986290300032124,,,,,,,,,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, -0.5)",cs_minus_ns,,,,,0,0,0,0,,,,,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,544.8201947000343,574.7426315001212,5,reward,1,0.3683189998846501,0.3683229999151081,575.1315260000993,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, 0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,583.9713892999571,5,shock,1,0.3265799998771399,0.32658390002325177,584.3047525000293,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, -0.5)",cs_minus_ns,,,,,0,0,0,0,,,,,0,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,,593.8598990000319,10,reward,1,0.3056687999051064,0.3056727999355644,594.1724030999467,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, -0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,603.803957400145,10,none,0,,,608.8245703999419,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, -0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,617.5881042000838,10,shock,1,0.541862899903208,0.5418666999321431,618.1367079999764,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, 0.5)",cs_minus_s,,,,,0,0,0,0,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,628.1154912000056,15,reward,1,0.507026799954474,0.5070304998662323,628.6293468000367,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, -0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,638.878899600124,15,none,0,,,643.8856572001241,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, 0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,653.5241461000405,15,none,0,,,658.5309123999905,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, 0.5)",cs_minus_ns,,,,,0,0,0,0,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,667.801364300074,20,reward,1,0.4377823998220265,0.43778639985248446,668.2457928999793,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
positions.xlsx,stimuli.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, -0.5)",cs_minus_s,,,,,0,0,0,0,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,677.8981822000351,25,reward,1,0.7297372999601066,0.7297410999890417,678.6342367001344,,,,,,,,46,D,2024-01-09_08h29.52.313,gca_avoidance_task,2022.2.4,143.89358743278314,
