posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.117663900135085,None,None,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.61640020017512,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.112392299808562,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.663797599961981,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.7616617002058774,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.131301400018856,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.44916019984521,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.515134299872443,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.669349499978125,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.180734799942002,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.769999000011012,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,15.037449200171977,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.2158538999501616,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.279537199996412,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.169582299888134,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.1069740999955684,,,,,,,,,,,,,,,,,,,,42,A,2023-12-22_14h57.59.116,gca_avoidance_task,2022.2.4,144.0621197638811,
