posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textPainThreshold.started,spacePainThreshold.started,spacePainThreshold.keys,spacePainThreshold.rt,textRateT.started,text_noPainT.started,text_slightPainT.started,text_highPainT.started,sliderPainT.started,keys_PainT.started,sliderPainT.response,sliderPainT.rt,keys_PainT.keys,keys_PainT.rt,fixcrossT.started,portShock1T.started,portShock1T.stopped,portShock2T.started,portShock2T.stopped,portShock3T.started,portShock3T.stopped,fixcrossT.stopped,text_ETCalibration.started,spaceETCalibration.started,spaceETCalibration.keys,spaceETCalibration.rt,textStartExp.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,imageRating.started,sliderStim.started,spaceStim.started,sliderStim.response,sliderStim.rt,spaceStim.keys,spaceStim.rt,textStartTask.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,blankScreen.started,blankScreen.stopped,fixcross.started,image.started,roi.started,gazeCursor.started,portImage.started,portImage.stopped,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,gazeCursor_Feedback.started,soundFeedback.started,portShock1.started,portShock1.stopped,portShock2.started,portShock2.stopped,portShock3.started,portShock3.stopped,soundFeedback.stopped,fixcrossE.started,fixcrossE.stopped,textRepeatTask.started,textboxRepeatInstruction.started,textRepeatSpace.started,spaceRepeatTask.started,spaceRepeatTask.keys,spaceRepeatTask.rt,textRate.started,text_noPain.started,text_slightPain.started,text_highPain.started,sliderPain.started,textSpacePain.started,spacePain.started,sliderPain.response,sliderPain.rt,spacePain.keys,spacePain.rt,textTestInstr.started,spaceTestInstr.started,spaceTestInstr.keys,spaceTestInstr.rt,imageTest.started,roiTest.started,portTestImage.started,portTestImage.stopped,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.55734780000057,133.55734780000057,space,3.4271834999963176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.99468259999412,136.99468259999412,space,2.0532659999880707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.16123820000212,140.16123820000212,140.16123820000212,140.16123820000212,140.16123820000212,140.16123820000212,None,None,s,4.599259599999641,145.39712229999714,0.10142089999862947,0.10844229999929667,0.15004860000044573,0.15701270000135992,0.20563559999573044,0.21255189999646973,146.17491210000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.17491210000298,146.17491210000298,146.17491210000298,146.17491210000298,146.17491210000298,146.17491210000298,0.0,6.112201600000844,s,12.408965399983572,159.12572979999823,0.10155340000346769,0.10848370000894647,0.15013069999986328,0.15706779999891296,0.2057033000019146,0.21263080000062473,160.0215540000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0215540000063,160.0215540000063,160.0215540000063,160.0215540000063,160.0215540000063,160.0215540000063,1.0,1.9729930000030436,s,7.219130099998438,167.77121669999906,0.09942620000219904,0.10633149999193847,0.1549032999901101,0.16188230000261683,0.20348509999166708,0.2104503000009572,168.54203419999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.54203419999976,168.54203419999976,168.54203419999976,168.54203419999976,168.54203419999976,168.54203419999976,2.0,2.5198877999937395,s,6.282190899990383,175.52092249999987,0.10341219999827445,0.11033229999884497,0.15200620000541676,0.15899219999846537,0.20059550000587478,0.20755440001084935,176.29170980000345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.29170980000345,176.29170980000345,176.29170980000345,176.29170980000345,176.29170980000345,176.29170980000345,3.0,2.928511400008574,s,6.715748099988559,183.54835640000238,0.09933040000032634,0.10629929999413434,0.15489200000592973,0.16185000000405125,0.2035215999931097,0.21046329999808222,184.3261738000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.3261738000001,184.3261738000001,184.3261738000001,184.3261738000001,184.3261738000001,184.3261738000001,5.0,1.342085299998871,s,7.049226799994358,191.95079560000158,0.10552199999801815,0.11250679999648128,0.15413909999188036,0.16105439999955706,0.20271959999809042,0.20965679999790154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.72159620000457,192.72159620000457,192.72159620000457,192.72159620000457,192.72159620000457,192.72159620000457,5.0,1.2768311999971047,s,5.719268799992278,198.9783013999986,0.10257289999572095,0.10950839999713935,0.15118819999042898,0.15810479999345262,0.19975309999426827,0.20674519999010954,199.74909319999279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.74909319999279,199.74909319999279,199.74909319999279,199.74909319999279,199.74909319999279,199.74909319999279,6.0,0.7793281000049319,s,5.787139299995033,206.22107709999545,0.1022986000025412,0.10925500000303145,0.1509061999968253,0.15783989999908954,0.1995281999988947,0.2064610000088578,206.99190540000563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,A,2023-12-08_08h21.21.377,gca_avoidance_task,2022.2.4,144.012120068487,
