posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.912374699953943,None,None,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.744054300012067,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.429838699987158,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.5482417000457644,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.79970420000609,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.1974560000235215,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.650988500099629,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.139031399972737,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.7172598000615835,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.013229800038971,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.8874862999655306,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.3436193999368697,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.978494100039825,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.4738911000313237,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.6688836000394076,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.1470055000390857,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.50868139998056,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.055578300030902,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.4426449000602588,,,,,,,,,,,,,,,,,,,,27,B,2023-12-14_11h53.12.286,gca_avoidance_task,2022.2.4,143.96961660847217,
