posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.675197300035506,None,None,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.07363259990234,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.8771156000439078,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.006848099990748,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.333015999989584,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.6138043999671936,,,,,,,,,,,,,,,,,,,,28,D,2023-12-14_13h36.13.425,gca_avoidance_task,2022.2.4,143.8468088880569,
