posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00859890016727,None,None,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.06909430003725,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.1635226998478174,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.650437999982387,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.4300063999835402,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.214167899917811,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0591054998803884,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.036343799903989,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.4318172000348568,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.9957550000399351,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.6725747000891715,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.977383299963549,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.5086251001339406,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.276541100116447,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.9161193000618368,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.2701187001075596,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0887724000494927,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0614773998968303,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.5418922998942435,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.8955498998984694,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.3969698001164943,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.847055200021714,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.8904214999638498,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.9594169999472797,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.1940735999960452,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.8773348999675363,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.3931795998942107,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.237433500122279,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.7020151999313384,,,,,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_minus_s,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1197.3300516000018,1271.2020924000535,8.0,25.167226399993524,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_minus_ns,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1297.1246883000713,4.0,9.908518200041726,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,cs_plus_s,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1308.3395834001713,9.0,4.326373799936846,,,,,,,,,,,,,,,,47,A,2024-01-09_11h26.06.647,gca_avoidance_task,2022.2.4,143.9333535040401,
