posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textPainThreshold.started,spacePainThreshold.started,spacePainThreshold.keys,spacePainThreshold.rt,textRateT.started,text_noPainT.started,text_slightPainT.started,text_highPainT.started,sliderPainT.started,keys_PainT.started,sliderPainT.response,sliderPainT.rt,keys_PainT.keys,keys_PainT.rt,fixcrossT.started,portShock1T.started,portShock1T.stopped,portShock2T.started,portShock2T.stopped,portShock3T.started,portShock3T.stopped,fixcrossT.stopped,text_ETCalibration.started,spaceETCalibration.started,spaceETCalibration.keys,spaceETCalibration.rt,textStartExp.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,imageRating.started,sliderStim.started,spaceStim.started,sliderStim.response,sliderStim.rt,spaceStim.keys,spaceStim.rt,textStartTask.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,blankScreen.started,blankScreen.stopped,fixcross.started,image.started,roi.started,gazeCursor.started,portImage.started,portImage.stopped,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,gazeCursor_Feedback.started,soundFeedback.started,portShock1.started,portShock1.stopped,portShock2.started,portShock2.stopped,portShock3.started,portShock3.stopped,soundFeedback.stopped,fixcrossE.started,fixcrossE.stopped,textRepeatTask.started,textboxRepeatInstruction.started,textRepeatSpace.started,spaceRepeatTask.started,spaceRepeatTask.keys,spaceRepeatTask.rt,textRate.started,text_noPain.started,text_slightPain.started,text_highPain.started,sliderPain.started,textSpacePain.started,spacePain.started,sliderPain.response,sliderPain.rt,spacePain.keys,spacePain.rt,textTestInstr.started,spaceTestInstr.started,spaceTestInstr.keys,spaceTestInstr.rt,imageTest.started,roiTest.started,portTestImage.started,portTestImage.stopped,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.32917580000003,26.32917580000003,space,10.044445399999859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.384147299999995,36.384147299999995,space,2.324772999999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75907660000007,39.75907660000007,39.75907660000007,39.75907660000007,39.75907660000007,39.75907660000007,None,None,s,54.5987948999998,94.95124780000015,0.10167479999995521,0.10865400000011505,0.1502918999999565,0.15725330000009308,0.20586210000010396,0.2128010000001268,95.81926880000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.81926880000015,95.81926880000015,95.81926880000015,95.81926880000015,95.81926880000015,95.81926880000015,0.0,3.9670315000000755,s,8.386305599999787,104.71475260000011,0.10108119999995324,0.10804209999992054,0.14969859999996515,0.15666609999993852,0.20526299999983166,0.212239499999896,105.4716456000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4716456000001,105.4716456000001,105.4716456000001,105.4716456000001,105.4716456000001,105.4716456000001,1.0,2.0327592000001005,s,6.4939005999997335,112.4713604000001,0.10078319999979612,0.10773519999997916,0.14938459999984843,0.15634369999997944,0.20500640000000203,0.2119151999997939,113.22134430000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.22134430000006,113.22134430000006,113.22134430000006,113.22134430000006,113.22134430000006,113.22134430000006,2.0,11.817034799999874,s,22.271382199999834,136.04681130000017,0.10112120000007963,0.10808080000015252,0.14972439999996823,0.15667000000007647,0.20526070000005348,0.21225040000012996,136.79678639999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.79678639999997,136.79678639999997,136.79678639999997,136.79678639999997,136.79678639999997,136.79678639999997,2.0,2.0018886000000293,s,7.4331682999998065,144.73397870000008,0.10109200000010787,0.10801369999990129,0.14972489999991012,0.15668380000010984,0.20524060000002464,0.21227100000010068,145.49087950000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.49087950000012,145.49087950000012,145.49087950000012,145.49087950000012,145.49087950000012,145.49087950000012,3.0,0.9480263999998897,s,6.418829099999812,152.4142416000002,0.10496690000013587,0.11189179999996668,0.15357590000007804,0.16054000000008273,0.20218920000002072,0.20912070000008498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.17112570000018,153.17112570000018,153.17112570000018,153.17112570000018,153.17112570000018,153.17112570000018,3.0,2.61126349999995,s,7.898378800000046,161.57354210000017,0.10278779999998733,0.10969660000000658,0.15139610000005632,0.1583574999999655,0.19997350000016922,0.20693080000000919,162.33045890000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.33045890000017,162.33045890000017,162.33045890000017,162.33045890000017,162.33045890000017,162.33045890000017,4.0,1.5241679999999178,s,7.194848699999966,170.03845150000006,0.1016505000000052,0.10859290000007604,0.1502887000001465,0.15720009999995455,0.20580169999993814,0.21275730000002113,170.79538850000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,D,2023-12-07_08h18.35.410,gca_avoidance_task,2022.2.4,144.05983669385918,
