posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.509655700065196,None,None,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0892505999654531,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.8927831002511084,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.4338682000525296,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.464750099927187,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.224801099859178,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3260176996700466,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.5974802998825908,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.1892948998138309,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.191834500059485,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.473718699999154,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.133587900083512,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.258040000218898,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.8154894998297095,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.7263825996778905,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.529432900249958,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.7963706003502011,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0281879999674857,,,,,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_plus_ns,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1981.322586900089,2032.6846882998943,8.0,6.75980049977079,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_plus_s,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2042.1773538002744,7.0,7.00660640001297,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_minus_ns,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2052.8644131999463,7.0,5.059247600380331,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,cs_minus_s,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2061.968194700312,6.0,3.0075085000135005,,,,,,,,,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, 0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,2066.0166521999054,2083.314593200106,0,shock,1,0.31928229983896017,0.3192857000976801,2083.647894900292,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, -0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2093.9738540002145,0,shock,1,0.4584634001366794,0.45846719993278384,2094.4391677998938,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, 0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2104.0776396999136,0,none,0,,,2109.091308100149,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, 0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,2118.4867703001946,0,shock,1,0.5355370999313891,0.5355407996103168,2119.0284505998716,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, 0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,2128.0489020003006,0,none,0,,,2133.0556771000847,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, -0.5)",cs_plus_ns,,,,,0,0,0,0,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,2142.9024120001122,0,none,0,,,2147.9092135000974,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, 0.5)",cs_minus_ns,,,,,0,0,0,0,,,,,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,2158.2351732999086,5,reward,1,1.791545799933374,1.7915494996123016,2160.040690300055,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(-0.7, 0.5)",cs_minus_s,,,,,0,0,0,0,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,2169.4013924002647,10,reward,1,0.26354499999433756,0.2635487001389265,2169.6722027002834,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, -0.5)",cs_plus_s,,,,,0,0,0,0,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,2179.7065914999694,10,shock,1,0.24327650014311075,0.2432802002876997,2179.9565260000527,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
positions.xlsx,stimuli.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,,"(0.7, -0.5)",cs_minus_s,,,,,0,0,0,0,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,2188.5742143001407,15,reward,1,0.5488712000660598,0.5488744000904262,2189.1297681001015,,,,,,,,52,C,2024-01-16_08h33.52.269,gca_avoidance_task,2022.2.4,144.12793992699036,
