posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.386234699981287,None,None,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.409774700063281,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.4204803999746218,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.314951999927871,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.600591800059192,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.787490699905902,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.086423399974592,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.200805600034073,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.697759100003168,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.5735244000097737,,,,,,,,,,,,,,,,,,,,33,D,2023-12-15_13h04.50.395,gca_avoidance_task,2022.2.4,143.98329799798734,
