posFile,stimFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,stimtype,position,trialtype,trials_threshold.thisRepN,trials_threshold.thisTrialN,trials_threshold.thisN,trials_threshold.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,ratingtrials1.thisRepN,ratingtrials1.thisTrialN,ratingtrials1.thisN,ratingtrials1.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ratingtrials2.thisRepN,ratingtrials2.thisTrialN,ratingtrials2.thisN,ratingtrials2.thisIndex,testtrials.thisRepN,testtrials.thisTrialN,testtrials.thisN,testtrials.thisIndex,ratingtrials3.thisRepN,ratingtrials3.thisTrialN,ratingtrials3.thisN,ratingtrials3.thisIndex,textStart.started,sliderPainT.response,sliderPainT.rt,textStartExp.started,imageRating.started,sliderStim.response,sliderStim.rt,textStartTask.started,image.started,score,outcome,roi.numLooks,roi.timesOn,roi.timesOff,imageFeedback.started,sliderPain.response,sliderPain.rt,textTestInstr.started,imageTest.started,roiTest.numLooks,roiTest.timesOn,roiTest.timesOff,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.687374399974942,None,None,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.424732300103642,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.9778355000307783,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.6590043000178412,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.005857600015588,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.3471232999581844,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.8579584000399336,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.6260964999673888,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.972115800017491,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.053461299976334,,,,,,,,,,,,,,,,,,,,44,C,2024-01-02_14h54.59.320,gca_avoidance_task,2022.2.4,143.90435559215948,
