posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textStartExp.started,textExpImages.started,ImageLearning1.started,ImageLearning2.started,textSpace.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,blankScreen.started,blankScreen.stopped,fixcross.started,firstImage.started,fixcrossImage1.started,fixcrossITI.started,secondImage.started,fixcrossImage2.started,key.started,key.keys,key.rt,correctness,feedbackText.started,fixcrossEnd.started,fixcrossEnd.stopped,fixcross.stopped,feedbackText.stopped,textStartTask.started,textTaskImages.started,ImageTask1.started,ImageTask2.started,ImageTask3.started,ImageTask4.started,textTaskSpace.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,13.02460439997958,13.02460439997958,space,3.6133717999910004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,0,0,11,,,,,,,,,16.65643660002388,16.65643660002388,16.65643660002388,16.65643660002388,16.65643660002388,16.65643660002388,space,19.645926200028043,36.315419999998994,37.36394890001975,37.36394890001975,38.37781570001971,38.37781570001971,38.509768899995834,39.023626999987755,39.023626999987755,39.1625042000087,ä,0.9636224000132643,correct,40.14164889999665,42.14156880002702,42.329041499993764,,,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,,,42.329041499993764,43.32902579999063,43.32902579999063,43.48181670001941,43.981776600005105,43.981776600005105,44.13452770002186,l,0.735922500025481,wrong,44.87757030001376,46.87748239998473,46.95392310002353,43.32902579999063,46.87748239998473,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,46.95392310002353,47.953838300018106,47.953838300018106,48.10660310002277,48.60658339998918,48.60658339998918,48.759352900029626,l,1.0074008000083268,correct,49.78015720000258,51.78004320000764,51.98150130000431,47.953838300018106,51.78004320000764,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,51.98150130000431,52.98142480000388,52.98142480000388,53.13417289999779,53.63414909999119,53.63414909999119,53.78694229997927,ä,0.5471307999687269,correct,54.34245820000069,56.34239449998131,57.30071250000037,52.98142480000388,56.34239449998131,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,4,4,2,,,,,,,,,,,,,,,,,,,57.30071250000037,58.300684300018474,58.300684300018474,58.453426800027955,58.953417900018394,58.953417900018394,59.10619130003033,l,0.7003978999564424,correct,59.814466700016055,61.814401699986774,62.57132719998481,58.300684300018474,61.814401699986774,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,5,5,9,,,,,,,,,,,,,,,,,,,62.57132719998481,63.57822879997548,63.57822879997548,63.72403590002796,64.22402670001611,64.22402670001611,64.3767966000014,l,0.470083300024271,correct,64.8559641999891,66.85586619999958,67.43918200000189,63.57822879997548,66.85586619999958,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,6,6,3,,,,,,,,,,,,,,,,,,,67.43918200000189,68.43915210000705,68.43915210000705,68.591915099998,69.09189709997736,69.09189709997736,69.2446704999893,ä,0.6337539000087418,correct,69.89048200001707,71.89038350002375,72.18897269997979,68.43915210000705,71.89038350002375,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,7,7,5,,,,,,,,,,,,,,,,,,,72.18897269997979,73.18893639999442,73.18893639999442,73.34173260000534,73.84171310003148,73.84171310003148,73.99449010001263,l,0.539536299998872,correct,74.54310449998593,76.54300569999032,77.32076949998736,73.18893639999442,76.54300569999032,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,8,8,12,,,,,,,,,,,,,,,,,,,77.32076949998736,78.3276716999826,78.3276716999826,78.47349140001461,78.97347580001224,78.97347580001224,79.12622899998678,ä,0.7438055000384338,correct,79.88312800001586,81.8830331999925,82.04278090002481,78.3276716999826,81.8830331999925,,,,,,,,,,,22,D,2023-12-12_16h33.17.298,gca_discrimination,2022.2.4,144.03763414449418,
