posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textStartExp.started,textExpImages.started,ImageLearning1.started,ImageLearning2.started,textSpace.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,blankScreen.started,blankScreen.stopped,fixcross.started,firstImage.started,fixcrossImage1.started,fixcrossITI.started,secondImage.started,fixcrossImage2.started,key.started,key.keys,key.rt,correctness,feedbackText.started,fixcrossEnd.started,fixcrossEnd.stopped,fixcross.stopped,feedbackText.stopped,textStartTask.started,textTaskImages.started,ImageTask1.started,ImageTask2.started,ImageTask3.started,ImageTask4.started,textTaskSpace.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,12.117501300002914,12.117501300002914,space,4.708457799992175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,0,0,8,,,,,,,,,16.846527500005323,16.846527500005323,16.846527500005323,16.846527500005323,16.846527500005323,16.846527500005323,space,22.994658399999025,39.85254819999682,41.73445449999417,41.73445449999417,42.748262199995224,42.748262199995224,42.880207499998505,43.394083999999566,43.394083999999566,43.53297790000215,l,1.044663299995591,wrong,44.59541759999411,46.595352100004675,47.053664999999455,,,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,47.053664999999455,48.05364660000487,48.05364660000487,48.20638400000462,48.70641169999726,48.70641169999726,48.85915190000378,l,0.6785414000041783,correct,49.54657930000394,51.54655729999649,52.39372949999233,48.05364660000487,51.54655729999649,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,52.39372949999233,53.39371570000367,53.39371570000367,53.54643499999656,54.04642660000536,54.04642660000536,54.19919070000469,ä,0.6507257000048412,correct,54.85892230000172,56.858842400004505,57.47683849999157,53.39371570000367,56.858842400004505,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,3,3,6,,,,,,,,,,,,,,,,,,,57.47683849999157,58.47683070000494,58.47683070000494,58.629600400003255,59.12958589999471,59.12958589999471,59.2823664000025,l,0.7510807999933604,wrong,60.046199599994,62.046137099998305,62.83082469999499,58.47683070000494,62.046137099998305,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,4,4,9,,,,,,,,,,,,,,,,,,,62.83082469999499,63.83080329999211,63.83080329999211,63.98355809999339,64.4835713999928,64.4835713999928,64.63633379999374,l,1.1013258999882964,correct,65.74737450000248,67.74730089999503,68.3097415999946,63.83080329999211,67.74730089999503,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,,,,,68.3097415999946,69.31668170000194,69.31668170000194,69.46250330000476,69.96250959999452,69.96250959999452,70.11526789999334,l,0.6226160999940475,correct,70.74716329999501,72.7470830999955,73.50398769999447,69.31668170000194,72.7470830999955,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,6,6,11,,,,,,,,,,,,,,,,,,,73.50398769999447,74.5039778999926,74.5039778999926,74.6567500999954,75.15674659999786,75.15674659999786,75.30949830000463,ä,0.6917766999977175,correct,76.01083539999672,78.01079669999308,78.78155949999928,74.5039778999926,78.01079669999308,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,78.78155949999928,79.788478699993,79.788478699993,79.93431379999674,80.43430829999852,80.43430829999852,80.58705200000259,ä,0.6941850000002887,wrong,81.28844010000466,83.28836170000432,83.74665240000468,79.788478699993,83.28836170000432,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,8,8,12,,,,,,,,,,,,,,,,,,,83.74665240000468,84.74660759999824,84.74660759999824,84.89941430000181,85.39940339999157,85.39940339999157,85.55214869999327,ä,0.5708070999971824,correct,86.13543729999219,88.13537989999168,88.63537790000555,84.74660759999824,88.13537989999168,,,,,,,,,,,15,C,2023-12-08_17h29.59.115,gca_discrimination,2022.2.4,144.03016567285243,
