posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textStartExp.started,textExpImages.started,ImageLearning1.started,ImageLearning2.started,textSpace.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,blankScreen.started,blankScreen.stopped,fixcross.started,firstImage.started,fixcrossImage1.started,fixcrossITI.started,secondImage.started,fixcrossImage2.started,key.started,key.keys,key.rt,correctness,feedbackText.started,fixcrossEnd.started,fixcrossEnd.stopped,fixcross.stopped,feedbackText.stopped,textStartTask.started,textTaskImages.started,ImageTask1.started,ImageTask2.started,ImageTask3.started,ImageTask4.started,textTaskSpace.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,13.01623599999948,13.01623599999948,space,10.739306900000884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,0,0,6,,,,,,,,,23.779726400000072,23.779726400000072,23.779726400000072,23.779726400000072,23.779726400000072,23.779726400000072,space,51.74444360000052,75.53462609999951,77.22208259999934,77.22208259999934,78.23591440000018,78.23591440000018,78.36785729999974,78.88171249999868,78.88171249999868,79.02063429999907,ä,1.2706300999998348,correct,80.30525130000024,82.30521969999972,83.18710199999987,,,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,1,1,13,,,,,,,,,,,,,,,,,,,83.18710199999987,84.1940082000001,84.1940082000001,84.33984749999945,84.83983040000021,84.83983040000021,84.99258969999937,ä,0.786544500000673,correct,85.79117419999966,87.79108629999973,88.36746510000012,84.1940082000001,87.79108629999973,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,2,2,12,,,,,,,,,,,,,,,,,,,88.36746510000012,89.36738979999973,89.36738979999973,89.52018320000025,90.02017259999957,90.02017259999957,90.17293900000004,ä,1.0863892000015767,correct,91.27013959999931,93.27004379999926,94.17279659999986,89.36738979999973,93.27004379999926,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,94.17279659999986,95.17274159999943,95.17274159999943,95.32553819999885,95.8255068999988,95.8255068999988,95.9782600999988,l,0.9291090999995504,correct,96.91573249999965,98.91565789999913,99.63785499999904,95.17274159999943,98.91565789999913,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,4,4,11,,,,,,,,,,,,,,,,,,,99.63785499999904,100.6378052,100.6378052,100.7905981999993,101.29055639999933,101.29055639999933,101.44332849999955,ä,0.9121983999993972,correct,102.36685639999996,104.36682709999877,104.3807125000003,100.6378052,104.36682709999877,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,5,5,8,,,,,,,,,,,,,,,,,,,104.3807125000003,105.3806943999989,105.3806943999989,105.5334630999987,106.03342499999962,106.03342499999962,106.18621359999997,l,1.737963800000216,wrong,107.9361374,109.93605559999924,110.52632089999861,105.3806943999989,109.93605559999924,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,,110.52632089999861,111.52629129999877,111.52629129999877,111.67903879999903,112.17903300000035,112.17903300000035,112.33176679999997,ä,0.5353567000001931,wrong,112.88037839999924,114.88032829999975,115.67194339999878,111.52629129999877,114.88032829999975,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,,,115.67194339999878,116.67886089999956,116.67886089999956,116.82462229999874,117.32465690000026,117.32465690000026,117.47741940000014,ä,1.2139649000018835,correct,118.69960209999954,120.69952310000008,121.13702679999915,116.67886089999956,120.69952310000008,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,8,8,0,,,,,,,,,,,,,,,,,,,121.13702679999915,122.1369821999997,122.1369821999997,122.28973269999915,122.78977399999894,122.78977399999894,122.94249440000021,ä,1.0287379000019428,correct,123.9841250999998,125.9840435999995,126.74787839999954,122.1369821999997,125.9840435999995,,,,,,,,,,,6,B,2023-12-07_12h20.47.041,gca_discrimination,2022.2.4,143.82736114128,
